"","alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp.w.offset","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp.w.offset","b_rplc.r.sll_income","b_rdc.nd.cmpnst_income","b_shrt.flghts_income","b_mdm.flghts_income","b_lng.flghts_income","b_dt_income","b_inslt.rf_income","b_inslt.fcd_income","b_rplc.wndws_income","b_vntltn_income","b_ht.pmp_income","b_slr.pnls_income","b_rdc.tmp_income","b_crtfct_income","b_co2.offset_income","b_undercomp.w.offset_income","b_rplc.r.sll_initial","b_rdc.nd.cmpnst_initial","b_shrt.flghts_initial","b_mdm.flghts_initial","b_lng.flghts_initial","b_dt_initial","b_inslt.rf_initial","b_inslt.fcd_initial","b_rplc.wndws_initial","b_vntltn_initial","b_ht.pmp_initial","b_slr.pnls_initial","b_rdc.tmp_initial","b_crtfct_initial","b_co2.offset_initial","b_undercomp.w.offset_initial"
"gamma_vntltn",1.74500519430849e-11,-0.000519373176298448,0.00370213553986668,0.000754667585919789,-0.000205099475489634,-0.000185090805322139,0.00117590688023438,-0.00102507364592757,-0.000835958139890097,-0.000703762927025841,-1.5756939900697,-0.000394667091317048,0.00191951056492004,0.00357925647326959,-0.00115166543168415,-0.000105009733442345,-0.000653321060443813,0.0238364702990751,0.0383681475403184,0.00658784580665882,0.0109367900884719,0.00835036190685813,0.027208825623237,0.0136770858282236,0.00956125663300245,0.01602771327124,-0.438652147306671,0.0172095663241036,0.0355133509393353,0.0532715021877696,0.0301692309502547,0.00259924458786539,0.0386549067411059,0.279298389811673,0.454492492554025,0.0776791114256384,0.137559958231625,0.106323141509001,0.314592732462706,0.144963017622908,0.0973584578052901,0.17284627259004,-4.92825675624011,0.16496218805412,0.405576470583124,0.618064658160033,0.343565268584522,0.0267785607137152,0.397417820493275,0.0380289663053085,0.074956048049709,0.0167059419595365,0.0333095476337001,0.0324856646675451,0.0478481727722874,0.027626280450023,0.0188491636803804,0.0334591073054475,-0.946418410618197,0.0737222863856069,0.0691033070454974,0.125027252835263,0.0549199293228432,0.00390213333841087,0.0715567008844816
"gamma_ht.pmp",-1.27379459185658e-12,-0.00212196242580859,0.000997215534409098,0.000333720059349068,-0.000452933365218997,-0.000272133274897967,-0.000413207339035141,-0.00129662877488561,-0.00126183081424284,-0.00162525881363963,-0.000394667091317048,-0.0183447419954477,0.00103344330680196,0.00152810266959147,-0.000260928617571515,3.41206351137841e-11,-2.19903553701837e-05,0.044570614697111,0.0581830057572848,0.00878873150513238,0.0166393891127927,0.00957772156338015,0.0353024249798248,0.0477018253861647,0.0300200601026192,0.0454567887372455,0.0133992656263866,-0.825780350484063,0.0828206531052326,0.111959591593365,0.0437137656797392,6.54776429214265e-06,0.0522087800129701,0.509058959163032,0.627789522717335,0.108303690297639,0.194535032060164,0.115983909052988,0.396625256985634,0.493999186202812,0.291110951472589,0.48419784263092,0.152178712571108,-8.86458454970257,0.900046591687524,1.20048417920609,0.487402837620141,4.58291261401433e-05,0.506895081079632,0.166583286870792,0.212861171772903,0.0373816637630176,0.0662984904218333,0.042129916880085,0.126971498159071,0.196504864749898,0.121534197200071,0.189007038800867,0.0520472213335675,-3.21355651687535,0.332525007061644,0.437990832732861,0.161876821091155,3.43134339129722e-06,0.194054736908997
"gamma_slr.pnls",-6.55287713202787e-17,0.0205133598347409,0.255695638298993,0.0392846403922948,0.00556124563030585,-0.000115185565308751,0.0992748131809256,0.00835138190064122,1.89204564172438e-05,0.0137390410853752,0.00191951056492004,0.00103344330680196,-18.5189859182991,0.239882819301282,0.00212253515218055,-0.000677650137684571,-0.0010930895670664,1.80940840384128,2.45276995504012,0.425130687892961,0.763070581931265,0.368685061481273,1.63205286847685,1.33830358453408,0.900970384020095,1.37545851162629,0.511236698112292,2.36788685317459,-29.2683628032537,4.03268900243424,1.93306845694153,0.257992236215441,2.23122294963222,20.0901214167503,25.5547068881828,5.06878840198187,8.56795355735328,4.55752563086755,17.904556436605,13.3646613175948,8.39574712195054,14.0792784548885,5.60461989585491,25.6493267021767,-307.221209551163,42.1362836957097,20.8145641279605,2.66967107831552,21.3866442613194,3.98567161864252,5.38744269000643,1.21820268771243,2.09021404155559,1.241018085526,3.37440156588143,3.91786562854619,2.58237483665056,4.00171233841383,1.24045651326307,9.26738963623898,-75.6858587274586,10.1359274758048,4.21224264166817,0.435623409947035,4.90276904217391
"gamma_rdc.tmp",3.15919915407799e-11,0.133046722642252,2.0692793716625,0.387950731343338,0.0852451643558269,0.00687037241374128,0.938396588513908,0.0104070618695309,0.000683272509723879,0.0153139653827923,0.00357925647326959,0.00152810266959147,0.239882819301282,-96.7044392272018,0.0624818694805448,-3.31833046344969e-05,0.0390598014494723,9.27354311458104,13.6284447075586,2.53748597228259,4.76591780946417,2.72155962468439,10.4035307987983,1.47614791729683,1.027228904878,1.5326908450906,0.611875186410401,2.26290858855216,3.19871087781952,-122.712766396235,11.3115567030742,2.45653728592351,16.5585944722593,92.5247487126669,128.629353317267,25.7255692794418,47.161956271465,26.8668337981719,100.524965562536,14.6034483406043,9.50468051957305,15.6698689063961,6.71865080693692,23.7081088424956,34.3033099374029,-1156.29121324048,107.565321149452,22.9642711921108,139.343359750032,22.9328508155122,32.9634638683428,7.58768124812707,13.4388294739682,9.73934580068749,24.0049946550931,3.57579216013012,2.48042821843867,3.70561170851373,1.22754036582812,8.54825582812684,7.18207437878619,-300.508763283322,26.3464568925556,5.66148487607342,38.5719676637756
"gamma_crtfct",-5.31789686109098e-11,-0.00555584319626299,0.0590317332876861,0.0079499394205279,-0.00378763448819636,-0.0018516978621691,0.0252814892246114,-0.000508107025606857,-0.000291816778077665,-0.000883580777353174,-0.00115166543168415,-0.000260928617571515,0.00212253515218055,0.0624818694805448,-0.831394460195583,-0.00188297349821138,-0.00295953577568231,0.307777682484664,0.499375606143297,0.082827438987596,0.176195198363229,0.0943949452381888,0.406343311303466,0.0303708243206648,0.0202894946070954,0.0306671120817079,0.0161258878327926,0.0207759106683449,0.0767804738566044,0.587303533110602,-4.68471741314911,0.0340321009562166,0.726024538474316,3.19616029051724,5.0132197955653,0.825290119951889,1.80442217130181,0.96370951190014,4.13383297103655,0.310360094002489,0.19400440531263,0.323363452576576,0.186701085646875,0.218357232274057,0.86062611253536,5.85222314853837,-45.8182798602509,0.324887019294157,6.33374102861141,0.66006605145785,1.06665747341019,0.209468433583207,0.436141129955163,0.292149507057956,0.843397750137775,0.0470848341283847,0.0318005493578829,0.0456967579246758,0.0204285166433643,0.0660767286108846,0.102780273836337,1.14989404348738,-9.71357982533731,0.0771371883174795,1.47688419477474
"gamma_co2.offset",-4.16864493490649e-18,-0.00118073896672896,0.00188693189231958,0.000149846691041039,-0.000601845022920706,-0.000104192812425592,-1.00486333494082e-05,-0.000462194225861387,-0.000188622054932942,-0.000300423924648553,-0.000105009733442345,3.41206351137841e-11,-0.000677650137684571,-3.31833046344969e-05,-0.00188297349821138,-0.204455120076052,7.64011289116691e-12,0.0265480999663933,0.0381266153259163,0.0107509343493396,0.0133916299090925,0.00634110047321747,0.0307091663865425,0.00331068861557354,0.00223482578192293,0.00374878674194749,0.00154980609303904,0.00239351196125903,0.00932409629977766,0.0527739607145276,0.0394012136274358,-0.393429710129145,0.0523064289146084,0.275944764824148,0.404087789503633,0.11464908098772,0.152612975389568,0.0674416155179772,0.31927720787364,0.0344072167536142,0.0221560452425031,0.0417612834506579,0.0172956324103813,0.0194923728390127,0.0954324745412049,0.519327789801483,0.405524380112206,-3.93954283019882,0.465089554532171,0.0551370861489923,0.0749634792433842,0.0242597432625975,0.0296342626934053,0.0189245091352872,0.0591900777579091,0.00422029284049303,0.00283000412873677,0.00442196345371032,0.00189315565824145,0.00598035545234358,0.0115409207556624,0.0989872916898718,0.0750222851321606,-0.765440058805129,0.100676415961424
"gamma_undercomp.w.offset",-3.94739574085436e-11,-0.00647482877236856,0.0408662785532971,0.00445929193785942,-0.00192092737212666,-0.000558167161748117,0.00911832973601007,-0.00188920559045152,-0.000972632038967652,-0.00210389703031836,-0.000653321060443813,-2.19903553701837e-05,-0.0010930895670664,0.0390598014494723,-0.00295953577568231,7.64011289116691e-12,-0.681387199033411,0.35953393106683,0.507107246894184,0.082022466761083,0.136690125057619,0.0634618955660971,0.370707251710649,0.0615916547087637,0.0439316101068851,0.0582143614091229,0.020606049672343,0.0595598043256164,0.143964264099205,0.725766840632559,0.471189642895744,0.200179774774281,-4.52224992586682,2.89332260726977,3.80202390638855,0.678325399493368,1.09571578114174,0.546277614589986,2.82226400460355,0.475831138968182,0.319498804167599,0.462296584867859,0.176522364828803,0.494811189685805,1.19444550884968,5.34064660031585,3.55592742907311,1.58166765422432,-34.3158524927702,0.758155928839084,1.09566623802031,0.224372098183148,0.355861833093753,0.198434114844666,0.734873110422846,0.112625530889254,0.0798657873493684,0.103617605336794,0.0321453615924371,0.194284358144798,0.245319885169908,1.46126663021856,0.949632760964307,0.390644817732581,-9.48129461687336
"asc_rplc.r.sll",2.30565898948581e-13,-10.872993425818,9.45143604677823,1.29770042455226,0.292360580166372,0.0359179483654929,3.29709813114912,0.114822992211649,0.0275332637885086,0.176135382734256,0.0238364702990751,0.044570614697111,1.80940840384128,9.27354311458104,0.307777682484664,0.0265480999663933,0.35953393106683,-625.812663849244,72.2426627341349,11.9843268343785,21.0975091012605,10.3096656508193,47.3687792287336,12.0127537721862,8.23240699955356,12.1577233623464,4.62495926165699,16.7155881244786,26.4983146792178,88.3943157483627,51.9410066864316,12.8904273234475,63.210495872422,-6134.14140526738,695.323288763541,127.821516501115,222.871540227613,110.903032494231,474.771685507689,117.343797160693,75.9015642797344,123.955290795726,50.6864191663967,182.213054405376,276.627217805708,863.636386350919,516.207266320209,125.468840965505,563.963463832402,-1424.79204272092,159.803935599566,32.717399934011,55.8463773996456,35.0113690102324,99.283474705476,27.5683594809069,18.3592497576214,27.4724795535035,9.21535897024942,60.1038676158472,55.8345883268036,195.069678878494,110.952520957861,26.3289233091949,137.309767812529
"asc_rdc.nd.cmpnst",-9.63570643669955e-15,1.5597027656308,-113.622922144562,2.05112932519882,0.486633022332333,0.0632625633416518,5.31305725207624,0.147023883791867,0.0420285071732589,0.209188505515798,0.0383681475403184,0.0581830057572848,2.45276995504012,13.6284447075586,0.499375606143297,0.0381266153259163,0.507107246894184,72.2426627341349,-921.587080486968,18.5505580165433,31.3544278521943,16.9082904223299,71.9632027682888,17.5609881294166,11.9818939222506,17.7324634466223,6.47225873009747,21.8913573797397,36.4327548153916,136.360131970238,79.0983759997398,16.9122031339474,103.367268039693,695.323288979805,-8671.78263469457,188.233942629353,314.823141575033,170.602801298471,690.267358632726,165.775443438707,105.816355932732,173.847823821603,68.0486075843961,220.95568137055,369.967965873001,1274.62294412216,750.260771523482,155.912628054286,884.331439994903,159.803935596755,-2033.86605134051,49.8750620893688,81.3863391181428,53.9471721658629,147.462083004725,38.7554757570343,26.1116264158161,38.2328990383649,12.3144868610893,76.5669138621604,76.5315256417495,287.087861199883,164.490716958406,34.9509847672871,218.922891934434
"asc_shrt.flghts",-1.28934884520954e-15,0.215158750793163,1.9128923527349,-22.5694621843538,0.168098063104255,0.01971750541846,0.910498065788066,0.0200443619440209,0.0033810905722696,0.0282243152550791,0.00658784580665882,0.00878873150513238,0.425130687892961,2.53748597228259,0.082827438987596,0.0107509343493396,0.082022466761083,11.9843268343785,18.5505580165433,-183.207040373288,11.6598399703183,6.08650868138541,12.5065679190784,2.46612098668566,1.63493864581258,2.58880041969572,0.962317331278174,3.80502064035842,5.98592591722326,25.511292386569,13.9592589910188,3.14639768590332,17.6316126589869,127.821516168467,188.233942527569,-1850.95106817,119.674798600065,66.3552393108196,128.855096688161,27.0682638656253,16.3608740357373,29.4503945160021,11.4967554549623,41.7908381031324,72.4872176355345,252.863479015907,141.728522686862,32.4117294952596,156.551477304359,32.717399629493,49.8750619534064,-499.556151221019,33.667254685661,21.8864348477462,31.6920048609869,6.99895511579682,4.52596998621552,7.20204163719639,2.48839770432875,15.4523497114069,16.7402087718735,69.9766140959788,35.9563459785303,8.1992276035699,44.5050536256515
"asc_mdm.flghts",2.48793012126028e-13,0.401956006889602,3.76445996635325,1.5224994157502,-5.1116447326005,0.0284527766223124,1.63085205916115,0.0410877177863257,0.00841963129868124,0.0602154927484686,0.0109367900884719,0.0166393891127927,0.763070581931265,4.76591780946417,0.176195198363229,0.0133916299090925,0.136690125057619,21.0975091012605,31.3544278521943,11.6598399703183,-308.290890738449,8.91465501151111,22.5723866861656,4.17358109343452,2.79192141258183,4.31382258328158,1.64358864231621,6.58424829370955,9.64099526842796,43.1996946733091,23.7950491993433,5.28845474298927,31.967966065479,222.871540519054,314.823142536947,119.674798716132,-3085.48014056721,94.2845140635056,227.229299158232,44.3040492477095,27.5032134070723,47.6127197468579,19.2061705299127,74.6044626453555,110.491458614251,432.257193436718,240.036467721356,53.9154469484427,282.907478727816,55.846378515823,81.3863420667045,33.667257554327,-812.338751456222,30.8569885140483,55.4131861634469,11.6380140063265,7.66635080410864,11.750494223009,4.11783103869756,25.4766366075566,25.5307423066536,111.770818012095,60.0040672977712,12.9745563922337,80.1534693129502
