"alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp.w.offset","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp.w.offset","b_rplc.r.sll_income","b_rdc.nd.cmpnst_income","b_shrt.flghts_income","b_mdm.flghts_income","b_lng.flghts_income","b_dt_income","b_inslt.rf_income","b_inslt.fcd_income","b_rplc.wndws_income","b_vntltn_income","b_ht.pmp_income","b_slr.pnls_income","b_rdc.tmp_income","b_crtfct_income","b_co2.offset_income","b_undercomp.w.offset_income","b_crtfct_price","b_undercomp.w.offset_initial","logLike"
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54576.4569156942
-0.834736155146478,1.23650801448766,0.972892686615761,1.13974738143958,1.30513171271072,1.26999096634568,0.889003032649429,1.13936348853459,1.15126473113986,1.10369749696032,1.12330984379853,1.1540649498948,1.04672340814473,1.07577806476554,1.36185551107139,1.39230838155908,1.29040508740526,-0.0328610338695662,-0.0239818277976162,-0.0264584709161748,-0.0408599616720969,-0.0318376719437997,-0.0969623220998278,-0.0352955466856915,-0.0798268518732386,-0.0500529107067682,-0.160622109851181,0.0414037956478798,0.031326449885121,0.0231027604352852,-0.0482298446770285,-0.126766839241287,-0.0376814197085911,-0.00204419696906868,-0.00246503790122816,-0.00224792474343865,-0.00332113474757997,-0.00266262769740999,-0.00750225299136302,-0.00290858060620742,-0.00704398934382233,-0.00428482042585186,-0.0115250706631954,0.00309348977471734,0.00186968730711445,0.00190768699119258,-0.00341807660346974,-0.0107461255592743,-0.00438223585046374,-0.000326750274863489,-0.000874394363304058,-53060.8214194392
-0.525130364287653,1.21383897909534,0.882742705519958,0.968201789614047,1.38459300790945,1.38403322205982,0.76892783298018,1.10510858727069,1.1136810502368,1.01709822671639,1.06173049972436,1.1594348198168,0.940608823725568,0.975825951253646,1.54928441199897,1.9015548154199,1.51933634452614,-0.531849087490868,-0.517910640781824,-0.495206709747915,-0.557424276895827,-0.564218591188872,-0.621871894912577,-0.543587443556429,-0.590098091573687,-0.552538321193926,-0.795199814971599,-0.44588781061686,-0.41679460746017,-0.446683245952224,-0.575543487674753,-0.887451322815994,-0.676281943369727,-0.0120873631824482,-0.0109807988998497,-0.0121887975713099,-0.0131726365074908,-0.0134323569944773,-0.0141585402799684,-0.0114055200258951,-0.0176284521491938,-0.013034974583904,-0.0115996584624833,-0.0108270210416906,-0.0102754889032496,-0.00901754341677525,-0.0146214458517589,-0.0176060594937821,-0.0139678911603174,-0.000370033418044712,-0.00139241560834234,-50427.9012958501
0.326133241830803,1.38522794410839,0.281167366232374,0.27182236979071,1.86904815608969,2.0829084502982,0.204424548857048,1.08704831817133,1.22599987286634,0.985923940490869,1.16637738151361,0.940648638592923,0.614140230035631,0.575082810853584,2.01555561008353,1.34129582170978,1.64337628991891,-0.911503271299149,-0.816029886193177,-0.781049095076464,-0.917220581693069,-0.962351939456121,-1.10173674801571,-0.874396558086792,-1.00588067840439,-0.906192692794879,-1.4966987743437,-0.619393912318366,-0.561171218894378,-0.613225700408079,-0.907083452570196,-1.39044071230978,-0.970354158123276,-0.0385323995981871,-0.0391398910158196,-0.034514438278034,-0.0403596950186028,-0.0446524883167043,-0.0437002128987784,-0.0367098165030532,-0.0502570457557403,-0.0386761463310297,-0.0498526900520598,-0.0307432279438304,-0.0301110529489538,-0.0270935753278609,-0.0364594479189576,-0.051550133149241,-0.0457793083292485,-0.00180532346802421,-0.00481909865343851,-47458.3296555656
0.412010955030825,1.59287428912552,0.195783111116677,0.520570419232625,1.88711142945449,5.00851673945006,0.501813230518144,1.43872170148049,1.85588033798444,1.19069340954657,0.906055885453884,1.71925994381003,0.528634756734699,0.509198576699809,2.48737946102379,3.11399560126607,2.90257261926884,-1.41199524362595,-1.28164039384037,-1.30443573341328,-1.39224722873851,-1.5512011238881,-1.85710928529011,-1.35180854975132,-1.52499549380376,-1.4033277176954,-2.38146613493727,-1.02317551787381,-0.905724668982406,-0.998991504679995,-1.34439989102985,-2.2935716220215,-1.42379331382105,-0.0745409150019904,-0.0760728325580026,-0.0742301998306373,-0.077086101944949,-0.0884115240924779,-0.0846245231985945,-0.0695659486130313,-0.0960296049406059,-0.0758060207656221,-0.0909768789698861,-0.0695874297959521,-0.0638167324863182,-0.0606778536308275,-0.0705842061146255,-0.113447904140115,-0.102066139224278,-0.00291941226825808,-0.00978097945451933,-46294.1992537917
-0.196408070329041,3.12949862540074,0.427591663398158,0.905576462780062,5.71815635554883,9.39765860959082,0.718193699026376,2.23653698540769,3.03476659894612,1.48759677368366,1.23794212394703,6.34396808815154,0.694361106080739,0.716924410433169,7.12490809167287,6.23762887043322,6.16835328235403,-1.70510659067886,-1.67908472597765,-1.71486549565487,-1.7322936440309,-1.71790408924672,-2.3399707187978,-1.68641110007089,-1.84037729226043,-1.74531947488811,-2.88235884557467,-1.39688159387435,-1.21179033052058,-1.37084940589392,-1.65918401667167,-2.40181420793672,-1.4113840228756,-0.0867361107149114,-0.0944817560401867,-0.0955798766758382,-0.0970834759930506,-0.0952658123588519,-0.0963455058832091,-0.0826790365789642,-0.115426833371636,-0.0975697967771278,-0.102986895734002,-0.0873922557122218,-0.0825572270835499,-0.0785250815855697,-0.0812966116471723,-0.113521809539159,-0.117815254549991,-0.00314640945888937,-0.00745976831060026,-44991.5494087794
-0.804779503092893,4.44339198689158,0.789921056794885,1.43896842360885,5.14251592031698,16.909263973173,1.0319859285706,3.37966267782286,4.66995661365842,2.22996049419196,1.72364275714298,11.9826885197152,1.02800673510707,1.12735584494367,9.5848266170067,10.5618760410799,11.8678843398385,-2.15268567216823,-2.06002348256232,-2.13416161889839,-2.22634096287802,-2.18900139009228,-2.83950378338355,-2.15528993811084,-2.27323004487545,-2.19319848716992,-3.64494877720892,-1.66554776488019,-1.55240182482799,-1.77513133538214,-2.17993864035972,-3.08908719353702,-1.74582263109451,-0.0992108641743948,-0.11307277608159,-0.110782736970813,-0.113399240512192,-0.111580829628929,-0.104174044523068,-0.107504530745296,-0.14248935329583,-0.117519791796142,-0.111511975091983,-0.101124730917147,-0.101482485806488,-0.0986145643539431,-0.100977507643308,-0.128018134722661,-0.150092708329248,-0.00314690246627367,-0.00672282838209342,-44061.4153781469
-1.59536519752074,5.94133898621624,1.16219954210492,1.11474983874184,9.79043802029069,23.0721614405887,1.33096904527509,4.96132329300779,7.07864080214616,3.30140870552728,2.41966755193869,23.1301516002112,1.63261369435417,1.67318124125911,14.4101417014318,13.619239924096,17.171707354447,-2.68094629635046,-2.45386987525973,-2.56376644082725,-2.69812449593178,-2.70756806920968,-3.32906115690875,-2.63507996401209,-2.72711800554747,-2.68071693964508,-4.3228713618755,-2.0425629337664,-1.94639999921258,-2.21161726088939,-2.74411838138485,-3.70976376316746,-2.08530573184605,-0.107050080554652,-0.128406412480199,-0.123033831400117,-0.126741564389727,-0.120749737373964,-0.110311418642339,-0.129577726249258,-0.165476234624504,-0.130757681850731,-0.115974929437321,-0.110503811432012,-0.116737684386901,-0.114811369007089,-0.113954945041525,-0.130308861388403,-0.172115166877005,-0.00298635518952153,-0.00675144886781135,-43441.6841323367
-2.73979824777394,7.29903020118561,1.44076535611569,2.65092364368025,6.20669102515924,32.2950692074307,1.6191764338557,6.63618701472406,10.5184553177714,4.82280419616049,3.23956558003788,40.3028640547013,2.50202483637729,2.17126691934196,17.5678740552483,17.8606446711275,21.3321095977974,-3.32298488060717,-2.97124880480009,-3.16201302016979,-3.29279247451555,-3.29877744960309,-3.9173702119709,-3.19306017099605,-3.24068199445467,-3.26217036836873,-5.01186126563049,-2.54105474483409,-2.45419493773811,-2.75109888757575,-3.40477629027799,-4.47311107562468,-2.58030618471156,-0.107454153393482,-0.135521228071169,-0.129632541134987,-0.13197760528332,-0.126094895116997,-0.109477280273376,-0.14192749680993,-0.183216110167957,-0.136969850182552,-0.117097912577586,-0.11230415474375,-0.124702827350495,-0.122563572977352,-0.120540816262527,-0.126692900024198,-0.191944161200671,-0.00260185983398739,-0.00577649970682796,-43026.7910940837
-2.81632680292581,7.07284098437465,1.38055379361204,2.38768531919479,7.51028538002963,31.9960346506705,1.49060035575841,7.75666477089408,12.6076310087336,5.62090342557843,3.65259645470398,45.9276490305831,2.80832962364411,2.25418044158555,16.9837616338819,16.8137736555326,22.053141872095,-3.34606712154256,-2.96912524464215,-3.11330280897567,-3.28453036353936,-3.32480293260962,-3.91194086852637,-3.21959888905886,-3.27684588267098,-3.28473658767431,-5.04097631064131,-2.51515012207447,-2.43822347908164,-2.74392364641665,-3.43266343175631,-4.5200300220538,-2.60982939661753,-0.10552970360948,-0.132567712947366,-0.122349765559496,-0.128687547886035,-0.125653678327555,-0.105835210703628,-0.143131013905257,-0.185916469357375,-0.136067533893157,-0.116290905900442,-0.106852525052772,-0.121032878320461,-0.118932846988634,-0.119360397110554,-0.125127982438424,-0.192675274864498,-0.00251565421390324,-0.00599438263574448,-42959.4592011597
