"gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp","b_crtfct_price_certificate","b_co2.offset_price_certificate","b_undercomp_price_certificate","b_rplc.r.sll_co2_initial","b_rdc.nd.cmpnst_co2_initial","b_shrt.flghts_co2_initial","b_mdm.flghts_co2_initial","b_lng.flghts_co2_initial","b_dt_co2_initial","b_inslt.rf_co2_initial","b_inslt.fcd_co2_initial","b_rplc.wndws_co2_initial","b_vntltn_co2_initial","b_ht.pmp_co2_initial","b_slr.pnls_co2_initial","b_rdc.tmp_co2_initial","b_crtfct_co2_initial","b_co2.offset_co2_initial","b_undercomp_co2_initial","b_rplc.r.sll_income","b_rdc.nd.cmpnst_income","b_shrt.flghts_income","b_mdm.flghts_income","b_lng.flghts_income","b_dt_income","b_inslt.rf_income","b_inslt.fcd_income","b_rplc.wndws_income","b_vntltn_income","b_ht.pmp_income","b_slr.pnls_income","b_rdc.tmp_income","b_crtfct_income","b_co2.offset_income","b_undercomp_income","b_rplc.r.sll_emp_full","b_rdc.nd.cmpnst_emp_full","b_shrt.flghts_emp_full","b_mdm.flghts_emp_full","b_lng.flghts_emp_full","b_dt_emp_full","b_inslt.rf_emp_full","b_inslt.fcd_emp_full","b_rplc.wndws_emp_full","b_vntltn_emp_full","b_ht.pmp_emp_full","b_slr.pnls_emp_full","b_rdc.tmp_emp_full","b_crtfct_emp_full","b_co2.offset_emp_full","b_undercomp_emp_full","b_rplc.r.sll_n_commute","b_rdc.nd.cmpnst_n_commute","b_shrt.flghts_n_commute","b_mdm.flghts_n_commute","b_lng.flghts_n_commute","b_dt_n_commute","b_inslt.rf_n_commute","b_inslt.fcd_n_commute","b_rplc.wndws_n_commute","b_vntltn_n_commute","b_ht.pmp_n_commute","b_slr.pnls_n_commute","b_rdc.tmp_n_commute","b_crtfct_n_commute","b_co2.offset_n_commute","b_undercomp_n_commute","b_rplc.r.sll_ho","b_rdc.nd.cmpnst_ho","b_shrt.flghts_ho","b_mdm.flghts_ho","b_lng.flghts_ho","b_dt_ho","b_inslt.rf_ho","b_inslt.fcd_ho","b_rplc.wndws_ho","b_vntltn_ho","b_ht.pmp_ho","b_slr.pnls_ho","b_rdc.tmp_ho","b_crtfct_ho","b_co2.offset_ho","b_undercomp_ho","b_rplc.r.sll_pol_scale","b_rdc.nd.cmpnst_pol_scale","b_shrt.flghts_pol_scale","b_mdm.flghts_pol_scale","b_lng.flghts_pol_scale","b_dt_pol_scale","b_inslt.rf_pol_scale","b_inslt.fcd_pol_scale","b_rplc.wndws_pol_scale","b_vntltn_pol_scale","b_ht.pmp_pol_scale","b_slr.pnls_pol_scale","b_rdc.tmp_pol_scale","b_crtfct_pol_scale","b_co2.offset_pol_scale","b_undercomp_pol_scale","b_rplc.r.sll_health","b_rdc.nd.cmpnst_health","b_shrt.flghts_health","b_mdm.flghts_health","b_lng.flghts_health","b_dt_health","b_inslt.rf_health","b_inslt.fcd_health","b_rplc.wndws_health","b_vntltn_health","b_ht.pmp_health","b_slr.pnls_health","b_rdc.tmp_health","b_crtfct_health","b_co2.offset_health","b_undercomp_health","b_rplc.r.sll_car_value","b_rdc.nd.cmpnst_car_value","b_rplc.r.sll_car_annual_km","b_rdc.nd.cmpnst_car_annual_km","b_rplc.r.sll_car_type_electric","b_rdc.nd.cmpnst_car_type_electric","b_rplc.r.sll_car_type_hybrid","b_rdc.nd.cmpnst_car_type_hybrid","b_rplc.r.sll_car_size_small","b_rdc.nd.cmpnst_car_size_small","b_rplc.r.sll_car_size_medium","b_rdc.nd.cmpnst_car_size_medium","b_rplc.r.sll_pt_has","b_rdc.nd.cmpnst_pt_has","b_shrt.flghts_n_short_flight","b_mdm.flghts_n_medium_flight","b_lng.flghts_n_long_flight","b_rplc.r.sll_bi_access","b_rdc.nd.cmpnst_bi_access","b_rplc.r.sll_ebi_access","b_rdc.nd.cmpnst_ebi_access","b_inslt.rf_re_standard_old","b_inslt.fcd_re_standard_old","b_rplc.wndws_re_standard_old","b_vntltn_re_standard_old","b_ht.pmp_re_standard_old","b_slr.pnls_re_standard_old","b_rdc.tmp_re_standard_old","b_inslt.rf_log_re_area","b_inslt.fcd_log_re_area","b_rplc.wndws_log_re_area","b_vntltn_log_re_area","b_ht.pmp_log_re_area","b_slr.pnls_log_re_area","b_rdc.tmp_log_re_area","b_rplc.r.sll_hh_size","b_rdc.nd.cmpnst_hh_size","b_shrt.flghts_hh_size","b_mdm.flghts_hh_size","b_lng.flghts_hh_size","b_dt_hh_size","b_inslt.rf_hh_size","b_inslt.fcd_hh_size","b_rplc.wndws_hh_size","b_vntltn_hh_size","b_ht.pmp_hh_size","b_slr.pnls_hh_size","b_rdc.tmp_hh_size","b_crtfct_hh_size","b_co2.offset_hh_size","b_undercomp_hh_size","b_rplc.r.sll_age","b_rdc.nd.cmpnst_age","b_shrt.flghts_age","b_mdm.flghts_age","b_lng.flghts_age","b_dt_age","b_inslt.rf_age","b_inslt.fcd_age","b_rplc.wndws_age","b_vntltn_age","b_ht.pmp_age","b_slr.pnls_age","b_rdc.tmp_age","b_crtfct_age","b_co2.offset_age","b_undercomp_age","b_rplc.r.sll_sex_male","b_rdc.nd.cmpnst_sex_male","b_shrt.flghts_sex_male","b_mdm.flghts_sex_male","b_lng.flghts_sex_male","b_dt_sex_male","b_inslt.rf_sex_male","b_inslt.fcd_sex_male","b_rplc.wndws_sex_male","b_vntltn_sex_male","b_ht.pmp_sex_male","b_slr.pnls_sex_male","b_rdc.tmp_sex_male","b_crtfct_sex_male","b_co2.offset_sex_male","b_undercomp_sex_male","b_rplc.r.sll_educ_secondary","b_rdc.nd.cmpnst_educ_secondary","b_shrt.flghts_educ_secondary","b_mdm.flghts_educ_secondary","b_lng.flghts_educ_secondary","b_dt_educ_secondary","b_inslt.rf_educ_secondary","b_inslt.fcd_educ_secondary","b_rplc.wndws_educ_secondary","b_vntltn_educ_secondary","b_ht.pmp_educ_secondary","b_slr.pnls_educ_secondary","b_rdc.tmp_educ_secondary","b_crtfct_educ_secondary","b_co2.offset_educ_secondary","b_undercomp_educ_secondary","b_rplc.r.sll_educ_higher","b_rdc.nd.cmpnst_educ_higher","b_shrt.flghts_educ_higher","b_mdm.flghts_educ_higher","b_lng.flghts_educ_higher","b_dt_educ_higher","b_inslt.rf_educ_higher","b_inslt.fcd_educ_higher","b_rplc.wndws_educ_higher","b_vntltn_educ_higher","b_ht.pmp_educ_higher","b_slr.pnls_educ_higher","b_rdc.tmp_educ_higher","b_crtfct_educ_higher","b_co2.offset_educ_higher","b_undercomp_educ_higher","b_dt_diet_omnivore","b_rplc.r.sll_log_road_acc","b_rdc.nd.cmpnst_log_road_acc","b_rplc.r.sll_log_pt_acc","b_rdc.nd.cmpnst_log_pt_acc","b_rplc.r.sll_ind_concern","b_rdc.nd.cmpnst_ind_concern","b_shrt.flghts_ind_concern","b_mdm.flghts_ind_concern","b_lng.flghts_ind_concern","b_dt_ind_concern","b_inslt.rf_ind_concern","b_inslt.fcd_ind_concern","b_rplc.wndws_ind_concern","b_vntltn_ind_concern","b_ht.pmp_ind_concern","b_slr.pnls_ind_concern","b_rdc.tmp_ind_concern","b_crtfct_ind_concern","b_co2.offset_ind_concern","b_undercomp_ind_concern","b_rplc.r.sll_ind_resp","b_rdc.nd.cmpnst_ind_resp","b_shrt.flghts_ind_resp","b_mdm.flghts_ind_resp","b_lng.flghts_ind_resp","b_dt_ind_resp","b_inslt.rf_ind_resp","b_inslt.fcd_ind_resp","b_rplc.wndws_ind_resp","b_vntltn_ind_resp","b_ht.pmp_ind_resp","b_slr.pnls_ind_resp","b_rdc.tmp_ind_resp","b_crtfct_ind_resp","b_co2.offset_ind_resp","b_undercomp_ind_resp","b_rplc.r.sll_ind_effic","b_rdc.nd.cmpnst_ind_effic","b_shrt.flghts_ind_effic","b_mdm.flghts_ind_effic","b_lng.flghts_ind_effic","b_dt_ind_effic","b_inslt.rf_ind_effic","b_inslt.fcd_ind_effic","b_rplc.wndws_ind_effic","b_vntltn_ind_effic","b_ht.pmp_ind_effic","b_slr.pnls_ind_effic","b_rdc.tmp_ind_effic","b_crtfct_ind_effic","b_co2.offset_ind_effic","b_undercomp_ind_effic","b_rplc.r.sll_ind_exp","b_rdc.nd.cmpnst_ind_exp","b_shrt.flghts_ind_exp","b_mdm.flghts_ind_exp","b_lng.flghts_ind_exp","b_dt_ind_exp","b_inslt.rf_ind_exp","b_inslt.fcd_ind_exp","b_rplc.wndws_ind_exp","b_vntltn_ind_exp","b_ht.pmp_ind_exp","b_slr.pnls_ind_exp","b_rdc.tmp_ind_exp","b_crtfct_ind_exp","b_co2.offset_ind_exp","b_undercomp_ind_exp","logLike"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59030.9412429543
1.14069599816626,1.05078447584097,1.1871701244599,1.14698905636977,1.14126300842627,1.07255642869741,1.07951390601674,1.10090781252176,1.06817164329987,1.17940473956603,1.05128065639663,1.01563843269771,1.05045348792069,1.18796931310335,1.28813703286827,1.17787950046153,-0.023938980643015,-0.0214853206199944,-0.0317978687641388,-0.0316380381334999,-0.0283422445177006,-0.045755744177084,-0.0311533696842162,-0.0401049112660248,-0.032363076251709,-0.0600038987362852,-0.00724214725707396,-0.016601515726603,-0.0165135161040965,-0.0344375744919615,-0.0530088519894501,-0.028188178650365,-0.000233313383605828,-0.000392984704150191,-0.000184396258214097,-0.000979987701485816,-0.000966542782185404,-0.000757297532168341,-0.00105728567766096,-0.000859983497069628,-0.00143267979686336,-0.000530769597553486,-0.000927978294859188,-0.000520624668985253,-0.00089547749747186,-0.000145620783914619,-0.000625911079988358,-0.000189818318907352,-0.000826214387978084,-0.00128787482488616,-0.000646564717552319,-0.00142252244510481,-0.00207392480955309,-0.00291780331055511,-0.00248469009327989,-0.00241006246795802,-0.00295759944053471,-0.00245624744718243,-0.00323932040616388,-0.00312107642415408,-0.00313517543977872,-0.00100502608139608,-0.00200713291403932,-0.00164933327745749,-0.00237217225384003,-0.0038602984135666,-0.00302946604375964,-0.0135911335285962,-0.0269083664712533,-0.0258744658557431,-0.0307191259931919,-0.0238094447655017,-0.027898163037595,-0.0198183409160816,-0.00808738927887499,-0.0329274740622599,-0.0193344590513157,-0.0289416683122782,-0.0327791923068948,-0.0200921394986476,-0.0240300657140742,-0.0296320323802959,-0.0334623233712628,-0.00367377715593458,-0.00512407975028456,-0.00730459684948211,-0.00684716802214765,-0.00532727559513765,-0.00780945659959425,-0.00494942266041492,-0.00532103878474102,-0.00860074833472732,-0.00884029906677051,-0.00615154789445534,-0.00502577736036393,-0.00273533776262251,-0.00531703790751197,-0.00704929348201934,-0.00810640784026854,-0.0037593658917173,-0.00320679642873163,-0.00605524469984617,-0.00589654896069135,-0.00381996513933087,-0.00679558363699308,0.00109540342577352,-0.00622731317193701,-0.00741817843201485,-0.00685351766784587,-0.00591527858744353,-0.00314447012977703,-0.00656863256213733,-0.0053293053070461,-0.00352780622069592,-0.0103680780150648,-0.0041848139612751,-0.00441235049243287,-0.00664936104434221,-0.00663869507216408,-0.00697397868260201,-0.00841789000556845,-0.00381800826663274,-0.00546672132724389,-0.00560511413637116,-0.00941383004275266,-0.00173472277355188,-0.00341358166605401,-0.00377604344475312,-0.007241191938148,-0.00972347993270783,-0.00333272619561374,-0.00704722356403035,-0.00621472252630439,-0.00932750339925299,-0.00961673580136072,-0.00830710891436144,-0.0126595284411302,-0.00980274213417309,-0.0121889276941878,-0.0101209933198592,-0.0166078483546576,-0.00339922517623047,-0.00568120756391596,-0.00628567088507002,-0.00945310686599421,-0.0151889655881576,-0.00865523699360367,-0.000674868208701585,-0.000948487565680202,-0.00123723553984721,-0.000985256768822997,-0.0914077952078338,-0.0814970045387343,-0.0163519994901319,-0.00106603209289845,-0.0368348133316847,-0.0216549137814346,-0.0239856654961608,-0.0213332032267064,-0.0150589506940968,-0.014896252582333,-0.00143987165247975,-0.00235480395109163,-0.00410805624020868,-0.0181662115340351,-0.012744284101999,-0.00753150682746728,-0.0107531482871052,0.0138856522359433,0.0026142527160015,-0.0110789911992261,-0.0900768423040885,-0.0100959767827294,-0.0295558271580357,-0.0197071984920942,-0.00599576405841037,-0.00772033374661364,-0.0061435583371327,-0.0111870422004968,-0.00136303603884256,-0.00344140145050305,-0.00369821321110267,-0.00636315480270399,-0.0068106925000748,-0.0126065384393527,-0.0102676635159897,-0.00746501476125175,-0.0107014503843821,-0.00604784402943136,-0.00998320486266425,-0.010203627397732,-0.0118918082889454,-0.00521365972797146,-0.00475784875324606,-0.00757056736594541,-0.0101170801035019,-0.015888033971386,-0.00850275560079689,-0.000444338809847276,-0.000370596132323142,-0.000824646459098033,-0.000666868858369491,-0.000454336404635434,-0.000895192306297964,-0.000600880010664259,-0.000661952652409358,-0.000502816848394991,-0.00115188626783115,-3.73314360187962e-05,-0.000311476410632686,-0.000401535026301318,-0.000699529120285515,-0.000896251586769036,-0.000413922721870768,-0.0182436661879798,-0.02568566914595,-0.0448861971986336,-0.0220612503096844,-0.0179263251204484,-0.0383952223857446,-0.0308215069432729,-0.0358220227424558,-0.0330202628623213,-0.0397382228768079,-0.0181370027489867,-0.0227657873567915,-0.0291113673906372,-0.0214220573625472,-0.0313138209889135,-0.0291124179403167,-0.0287614513690113,-0.0179853505636308,-0.0406332914067198,-0.0456081532339139,-0.0288911079517241,-0.0529510108279604,-0.0320679223356376,-0.0399952201522685,-0.0328291261194798,-0.0565821397165005,-0.00481949837737894,-0.0193974214514178,-0.0142890929154621,-0.0427388862800669,-0.0535035369232079,-0.0204768016804327,-0.0108177452379071,-0.0229009794723006,-0.0135183934514045,-0.0161512704768043,-0.0267761305497759,-0.0276176691631838,-0.0212643724444707,-0.0399901243612763,-0.030409396555522,-0.0576242827856157,-0.00762358796012947,-0.0136766471391311,-0.0175959114548181,-0.0123142704121318,-0.0352395975306727,-0.0506391717445797,-0.0130545629190935,-0.00257602707940978,-0.00239266012204821,-0.00313842364778505,-0.0027860625248775,-0.00520666618541749,-0.0049613901088949,-0.00679988923970424,-0.00659336622248825,-0.006659176295074,-0.00990401686999895,-0.0087192378247837,-0.0106441314570707,-0.0074632341411234,-0.0136450494501079,-0.00257184375659677,-0.00553260779169412,-0.00376692682523982,-0.00730674856264813,-0.0114337985041407,-0.00910476846496886,-0.00277422849188114,-0.00289060754260448,-0.00358558147264241,-0.00289191159929107,-0.00352029506533722,-0.0050209709183962,-0.00470120140474705,-0.00509093592509963,-0.00439264347736326,-0.00667264864825901,-0.00167903715867898,-0.00276104313708741,-0.00205315858107097,-0.00304687611385507,-0.00523819643571673,-0.00556811844808875,-0.00213105962534701,-0.00286377640162677,-0.00443997918346738,-0.00331293646446722,-0.00458439528007192,-0.00437331598858972,-0.00383731378477425,-0.00458484466164235,-0.00396599186716405,-0.0050075971346055,-0.00188789483911656,-0.00273873413311693,-0.00278505117452586,-0.00313759628726978,-0.00550470444287578,-0.00550281584263744,-0.00301827102722088,-0.00275052913829258,-0.00386870249135099,-0.00456285232611341,-0.00464010570512121,-0.00493801233458305,-0.00328504357503405,-0.00428726927629203,-0.00368704978492982,-0.00545144269192229,-0.00313907635195845,-0.0027681846290113,-0.00318637842550744,-0.0042764676515929,-0.00537312809443944,-0.00495891378808317,-57023.4600934171
1.17324478916179,1.06940131468491,1.23034943785516,1.17620603272452,1.18806995340479,1.09946416763923,1.09580404134065,1.12197447693633,1.05870382243973,1.18071230749702,1.13087521937928,1.02451103931601,1.0581396747069,1.34669488151322,1.39835234651513,1.28665553571545,-0.464294900595898,-0.548776965379116,-0.514680621755304,-0.555816643676394,-0.476273582233617,-0.71662061584924,-0.554956785569705,-0.59144303556634,-0.4888162992499,-0.775037472352841,-0.272520927318605,-0.279803644133781,-0.451233044797765,-0.596280756979301,-0.744674125325433,-0.52262505246673,-0.000250922419836639,-0.000477720586411135,-0.000222444883683394,-0.00139220912955203,-0.00100734852920809,-0.00106618998354358,-0.00167733831791745,-0.00151729230622067,-0.00124003345125053,-0.000699250903908623,-0.000992986134706638,-0.000497993231711904,-0.00130320540745122,-0.000469243155622723,-0.00088710782468398,-0.00036717119253437,-0.000915966735463838,-0.00208753043597745,-0.00120267746650343,-0.00146251061999051,-0.00218637249313062,-0.00356682681104045,-0.00290418066982449,-0.000652430307606329,-0.00284669044505145,-0.00269530486661519,-0.00330807498592674,-0.00428865391924366,-0.00342332342434427,-5.66245693298001e-05,-0.00156031488045654,-0.00109621712615639,-0.00267438102410954,-0.00309075482321041,-0.00235887325661422,-0.0198525716964915,-0.0291587733577919,-0.036162681075496,-0.0448792806256701,-0.0412371698873819,-0.0296756218903394,-0.0455530293647011,0.00248777825240564,-0.0376874437560052,-0.0281103286307199,-0.0452545434602825,-0.0447307643496601,-0.0342456096591261,-0.0327685114851214,-0.042864683434805,-0.0443435920777312,-0.00907068893868766,-0.00845468212736945,-0.0128440413370205,-0.0103115038207321,-0.0100087918313974,-0.0112708766908701,-0.00821838878986932,-0.0110729071176944,-0.011071918683559,-0.00749319768151545,-0.0140892709370673,-0.0112522430633472,-0.00821920922648232,-0.0101738750384002,-0.00995419755106075,-0.0134798584688262,-0.00850673544190268,-0.0075254676807538,-0.00951099811248663,-0.00882707434045306,-0.00542996660723611,-0.00739869914547413,-0.00174024013611497,-0.0119499897495794,-0.00864611593060774,-0.00535464276393933,-0.0101903615504209,-0.00739442562944326,-0.0112277765215865,-0.00841737306040135,-0.00330527378369675,-0.0128163262144808,-0.00974597396895758,-0.0100988818297587,-0.0121331390697747,-0.0124516162910647,-0.01562662785131,-0.0129907475677491,-0.00859163938703708,-0.00999377685548495,-0.0140542468399081,-0.0118335730277954,-0.0109816501230182,-0.0130504323994045,-0.0113886539015892,-0.0131454161412514,-0.0146881881229744,-0.0104806440054376,-0.0353457495336439,-0.0254554180929759,-0.0359560752579763,-0.0303694511562639,-0.0365825385772934,-0.029954469933917,-0.0308944009739148,-0.0334274735035855,-0.0299908240757729,-0.0142822720548407,-0.0435702275190138,-0.0376728918106449,-0.0372971253122844,-0.0365132860998682,-0.0224653822603037,-0.0309609328911891,-0.000873662967718786,-0.00104119016271027,-0.00138305317929955,-0.00155904084988086,-0.0690413418204656,-0.0890305821162856,0.000924328620182321,-0.00679972416598921,-0.0537268070766821,-0.0316911496923108,-0.0334074658432351,-0.0283881842575525,-0.0105838829501051,-0.0101195785331866,-0.00294364673578814,-0.00166133575041821,-0.00554392955333027,-0.0226671589897328,-0.0151711429037908,-0.0108317931938006,-0.0134013144883896,0.00828524741423528,0.00655855435461451,-0.0236819487350936,-0.109481854214277,-0.024434275445131,-0.0408204683312277,-0.0224672521326396,-0.0110681748336915,-0.0172472778286926,-0.0179067728316376,-0.0356436000572836,-0.0237453764316934,-0.0314541566075235,-0.0036452131735269,-0.020696830916263,-0.0204168452119404,-0.0236762630296622,-0.0232310526695945,-0.0240686135049636,-0.0175025760161939,-0.0206558134931327,-0.0205575507198608,-0.0200344614309566,-0.0161896247997109,-0.0225717262851712,-0.0186162955640823,-0.0245816111294997,-0.0240195383579142,-0.0208279584093541,-0.0213366408362575,-0.00220566558858649,-0.00206897180248106,-0.0026091335437562,-0.00253425956515191,-0.00194155689758518,-0.00185712452330321,-0.00245109077282413,-0.00196692150573482,-0.00165947501936178,-0.00173148572960178,-0.00217894527309956,-0.00226470633953652,-0.00271405333109333,-0.00231527278577923,-0.00185379652544158,-0.00205459999221515,-0.023491250101247,-0.0235746709903165,-0.039186390325371,-0.0176167358208712,-0.0214786548663808,-0.0415368632071959,-0.0239974135946952,-0.0338269684137941,-0.0416821328547881,-0.0320099776726518,-0.0250973276896889,-0.025917016474728,-0.0249594238414938,-0.0238007625324421,-0.0310295396771601,-0.0316107671787331,-0.105248411361127,-0.0872906898330174,-0.137090334264154,-0.121329440681468,-0.132481261133216,-0.107736534913001,-0.0765368376540989,-0.114042673102302,-0.15528487218184,-0.0758305622749285,-0.103612242245705,-0.139299174574268,-0.111829647600299,-0.122343747732448,-0.102850944551365,-0.134180735712074,-0.0786049708620355,-0.0791482568283459,-0.0878787919596313,-0.0872147695767247,-0.13468665412998,-0.076249464573121,-0.066760294398401,-0.100283680060527,-0.14128130421761,-0.0622845312531518,-0.0946469418834902,-0.125499033252456,-0.0999299712448277,-0.0872404411112613,-0.0885132453988525,-0.161745106592109,-0.0244314292099907,-0.0112947187954298,-0.00636655355464527,-0.000428555976649542,-0.00403439237642552,-0.0182898357793456,-0.0163846965627045,-0.0213711174908206,-0.0199570344408138,-0.0249584726076856,-0.0190541279370949,-0.0255446942007035,-0.0231099759331267,-0.0214990347635903,-0.0115161214852173,-0.0273716365205001,-0.0252000291261795,-0.0197060847323106,-0.0219252043744622,-0.0235944754594074,-0.0273420696919655,-0.00351368047697886,-0.00201997328544163,-0.00966925592551006,-0.00287291359040973,-0.00384572159386448,-0.00533998163035896,-0.00422256294393517,-0.00423690368071358,-0.00520837627999543,-0.0111517409750627,-0.00124045887582733,-0.00435138666696958,-0.00287013954596881,-0.0026419683931197,-0.00762179217742073,-0.00716059049630573,-0.00443527683553415,-0.0052947671490564,-0.00796103313053131,-0.00609884560863864,-0.0106217712806898,-0.00588557779382113,-0.00624043466276716,-0.00871891011435711,-0.00617216476477293,-0.00302177713847168,-0.00748025998276376,-0.00588271139349522,-0.00621012561991294,-0.00567079198085386,-0.00846690753319298,-0.00957503391266007,-0.00204761658908836,-0.00196036619627959,6.87068875319659e-05,-0.00470201203898681,-0.00211821018523403,-0.00488999965309446,-0.00398633776464933,-0.00309723897338394,-0.00379041906886337,-0.00631151806730933,-0.000143223806552985,0.000196138748670717,-0.0031632941215598,-0.00327057655912388,-0.00511307462120091,-0.00388401316802443,-54294.2853933325
