"alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","b_ht.pmp_re_heating_oil","b_ht.pmp_re_heating_electric","b_ht.pmp_re_heating_gas","b_inslt.rf_re_standard_old","b_inslt.fcd_re_standard_old","b_rplc.wndws_re_standard_old","b_vntltn_re_standard_old","b_slr.pnls_re_standard_old","b_rdc.tmp_re_standard_old","logLike"
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32793.0418543956
0.308859357263233,1.67431496944368,0.854153709044056,0.838553776298096,2.30204850101441,2.18319176179492,0.441810420073672,1.25501102734251,1.30246800229587,0.962067339900565,0.847674077593506,1.81830855006951,0.813910138791533,0.868116836750737,3.00164983063833,2.88904048900535,2.03574452598097,0.12810950119394,0.211314973119042,0.19531228171592,-0.0226020930811124,0.0225990599271598,0.0275216621044095,0.187340701739779,-0.0124551160577457,0.135180607135091,-0.11017108627694,0.0664053203144063,0.297087265859743,0.29175544985031,-0.157927652873452,-0.349416331264515,0.0851723210122009,0.0673338749998921,0.0375613273786638,0.0541152098047241,0.12694217123015,0.0469181343441718,-0.119310966361366,0.00199640397129049,0.0249255166744045,-31490.4889191599
0.10786864733403,2.90444652891158,0.558498057144105,0.796603654301558,4.59393363505676,5.24066618491986,0.60112500400332,1.91623111218585,2.06241552806849,1.25436469961704,0.902863301076276,3.49651430051058,0.835985262361145,0.726165620474069,5.28628456149646,5.69862465180374,4.53916700491505,0.174422179959639,0.207206596202979,0.207608661218585,0.00178135740543498,0.0155793371104441,-0.185215201363103,0.162846348462812,-0.193882608189187,0.0906866159149116,-0.668087816787331,0.240255282339761,0.534141485752651,0.554416267124977,-0.0861563101104616,-0.675937559764272,0.308526435141911,0.148082520795158,0.156629069389186,0.225051563104851,0.268258282226695,0.127404296313226,-0.484743286715333,0.0197014984191162,0.0985935842805842,-30528.696628133
-0.277754772230593,4.10586018908486,0.594151761642767,1.19283076774292,5.88884899229449,9.98994631754729,0.736507388340381,2.83010708702247,3.45487920623254,1.88403746766444,1.33149141847558,7.49450901560342,0.971566202215998,0.711527614120114,7.05257953289399,9.04353609774273,8.79618711943596,0.208211404860511,0.278994243256825,0.216134581196575,0.012303395048767,0.0334351798637661,-0.349046670729679,0.0376476073782296,-0.380404021185168,0.0167850772306865,-1.14962417724969,0.370788705487242,0.762093479207703,0.690585375817885,-0.115025809715397,-0.898231762789238,0.513187504706275,0.101216897748062,0.222646535321874,0.43189491673326,0.404583340237783,0.203233894790223,-0.648830979038403,0.0271098326697664,0.108830853715632,-29932.0454959966
-0.765697978923606,5.22538465190586,0.762640929398814,0.817794717472864,7.79062906246724,16.9774898063803,1.04325674347098,4.0425211098364,5.58513478499232,2.78005744724131,1.70706355452215,14.7001780642443,1.30088283045455,0.934620730617084,10.8413372314296,13.8183300042359,15.2432982093175,0.221665262145497,0.341613356067766,0.257328903940442,0.0372938645316975,0.0318886484792382,-0.376088216801407,-0.0710470248088837,-0.499115915620197,-0.0167536100205346,-1.2963489287871,0.474190177427241,0.919488293385308,0.75050872558955,-0.196188356272136,-1.00369864240102,0.690656450657261,0.0312095104955309,0.265848905062603,0.583793808665294,0.555145623646534,0.261649054485937,-0.535462526028333,0.0124683272552254,0.126343370223034,-29507.8425114115
-1.40445799430675,6.62768912868687,0.980552944259974,2.18274018177192,7.78627808370765,27.390193428295,1.15636311092239,5.58338238810856,8.62611886797234,3.97993978978332,2.34404054623774,27.3843557333471,1.82023752251151,1.27219151765696,15.8662937896159,21.614525745308,26.0413120632897,0.238547709917509,0.391321108703096,0.231320141960291,0.0644100688463851,0.0590392269130214,-0.356615150918737,-0.121968833306965,-0.548690109685845,-0.0181570625449889,-1.37140741215998,0.539595124665742,1.02303816770608,0.782472030284233,-0.228605144885628,-1.0719187736109,0.795905335627818,-0.0106873650790313,0.300905628859844,0.693532077064791,0.688761933892386,0.301530621177772,-0.41509277622355,-0.0103480264363598,0.123665537739379,-29186.6228130959
-2.78125736408423,8.93732407246798,1.3066622191002,2.12955767455367,14.7172137011698,35.9212315199817,1.50792849467692,9.52138140698875,14.87932730608,6.31977409685814,4.35979589889836,31.8088319889942,3.1954905128135,2.06207889204154,21.9069107624908,35.5300056796196,40.301841050748,0.222720787329537,0.45134936445459,0.330512485835585,0.0699708659371346,0.0684962013954581,-0.301220420844244,-0.197308930240445,-0.765077562077593,-0.0716822881271175,-1.56440874213496,0.690247212013898,1.10760977543493,0.796600841592437,-0.238079277225279,-1.07359659489328,0.968353564271063,0.00678609315606228,0.448392596446052,0.764525486789273,0.924006933833146,0.341411408289133,-0.478653572600456,-0.0811189723358209,0.125238251830205,-28965.2617269596
-4.00116038524163,9.31350179155098,1.36513974662655,1.48768054066642,13.6792630114443,44.1172917937779,1.32260181888144,15.197267930363,34.6875508592173,9.11753902575733,8.43045250342078,53.5860590030859,5.24183434949774,2.74948611659952,30.1023088006145,57.4363722258838,58.905834205247,0.292676765674279,0.620065535934741,0.62882703744633,0.168306099881418,0.129571954781191,-0.111416503823504,-0.187044962405131,-0.788215511501171,0.011435084855807,-1.446682020701,1.31999564131945,1.24845473882854,0.889329852051905,-0.224330302423182,-1.05416478573456,0.529734328141194,-0.579264864618558,0.00151109658423287,0.808877816164249,1.14260798794372,0.470115153268119,-0.412874863966583,-0.11288646388395,0.13285032049015,-28945.9148742168
-5.39186969129695,7.66067012260636,1.11063434603182,2.19274796098185,5.30971266119536,63.603429553781,1.52714568613517,13.5340137082352,9.60195415356566,9.31405912859009,3.4134678914729,97.0994084810211,1.35137590266917,1.83043542883457,29.0994847531964,53.0344624478142,88.581730263879,0.286666129612317,0.507789548430551,0.556267181135116,0.171789842467,0.124110998269255,-0.229360068340226,-0.240047998670086,-0.813339438598332,0.0503652491909477,-1.65773328424418,1.13767941481936,1.17847787803173,0.861265220826847,-0.158857639028511,-1.00721501578968,0.26776760717185,-0.550177247471081,-0.1054109050561,0.958007687943992,1.05443923988064,0.415534239324923,-0.0900845916593656,0.142238134193613,0.189791365103001,-28930.5975484314
-5.59443537448901,8.28694283152876,1.29286760893715,0.971637295142475,14.2503532895022,31.091023395065,1.48619993706436,8.10137102323916,12.0814492876763,5.2429186370045,3.59419585407388,135.150451118811,2.91453332841469,2.1589723207703,29.0656444452741,52.2560481680491,121.739214028761,0.317881900098805,0.537702060549899,0.459412349077018,-0.0491329704004138,0.0834790045440374,-0.182945987351708,-0.166437581825681,-0.741235694248815,-0.0252278598646567,-1.43978652399512,1.12722571686736,0.988344186502366,0.90509024246699,-0.166309647623197,-1.01988587829336,0.260399897172574,-0.560876227144721,-0.15256168472252,0.921128578081742,1.05030252236612,0.443173818752782,-0.385846597868844,-0.000381996675540175,0.204740890142108,-28842.2527745602
-5.82812582815758,7.79593469264378,1.26154334282419,2.58511595457974,7.36238913326517,61.311598413244,1.47207749148331,8.70201356178756,13.6750163610718,6.83923036831586,3.87385396229709,158.617805772144,3.23730306993793,2.03276150071017,28.5596328415696,48.8792916816597,139.104290635835,0.305094178237379,0.534254074862383,0.258317067957394,0.114814438836973,0.0462115853349241,-0.190035400879774,-0.196270039806586,-0.692408373520264,-0.00188845242406091,-1.37858332241892,1.10473380794642,1.15733700646562,0.896375349150158,-0.1794078828406,-1.01096493495328,0.223708482245419,-0.596627982531094,-0.181506242558622,0.909710144713329,1.02060990801226,0.432456915456583,-0.356550882934523,0.00911983646336004,0.150231118632897,-28800.8665626779
-5.90960674530014,7.76065454043404,1.2672279078174,2.09842870391426,9.67740778719636,55.6040524702562,1.45906738128167,9.51754779750725,14.601343094546,6.62068674153935,4.14070399050204,161.748575728288,3.21582944169264,2.07932642885166,28.5450288157855,46.5811525563126,143.972279978468,0.30961126409267,0.532838762066133,0.368534597323899,0.153598785496509,0.0545501677992592,-0.192686376691417,-0.175507850568103,-0.67849877000843,0.00758127425763278,-1.36470044924439,1.09164626580083,1.17563787879546,0.894601978562376,-0.18801469277001,-0.993419828933423,0.205320813003468,-0.565257023880642,-0.198173383820448,0.905821314806404,1.01056826390278,0.421132365476352,-0.371405189380772,0.0235866185241579,0.156123089220969,-28781.7890914137
