"gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp","logLike"
7.24793815350307,1.33078174943569,1.7891381494072,9.28997942743827,31.296412367375,1.50075388081523,9.59232369496742,15.6567271781999,6.68121709257308,4.30590717559952,62.8168379233328,3.38262499451887,2.29165453497378,17.8717895019384,16.293500201958,22.0331691923862,-4.68661913665237,-4.48585421486989,-4.44314336228916,-4.76721951242924,-4.84683319382042,-5.1837544731323,-4.93388849779933,-5.38452012703982,-4.92519656371029,-6.446709696606,-3.87072677285054,-3.89754686642201,-4.12361118516355,-5.12208647994137,-5.97199100919407,-4.86308560146415,-42513.3184831905
7.24861394105382,1.33076125177874,1.7877772881962,9.30441482035111,31.132586205687,1.50494041152563,9.50178596450155,15.6994819859766,6.7058043216484,4.30617473757407,62.7642305938985,3.39334832067028,2.29120583106435,17.7490637424491,16.3022425608639,22.0629838000962,-4.6862510090818,-4.48541824334978,-4.44147679049285,-4.76567136332915,-4.84641571857547,-5.18338027676834,-4.9349795697772,-5.38571510251619,-4.92586016819492,-6.44711671383109,-3.87069594319547,-3.89785886680767,-4.1231246532361,-5.12161840924464,-5.97098916097772,-4.86355208703778,-42513.3161098656
7.25037577732255,1.33064179145708,1.78639005731511,9.28932605273671,31.2551311846318,1.50241703454949,9.56717787421278,15.6460292723235,6.69099992184121,4.30749586049768,62.8479236826611,3.38976914221164,2.29127125982875,17.797907018372,16.2924305902017,22.0504679519475,-4.68497443500902,-4.48438838960489,-4.43868329565777,-4.76271410730259,-4.84447101271259,-5.18244079374537,-4.93493780517598,-5.38637828925434,-4.92618184539782,-6.4469435713314,-3.86971032674308,-3.89743776760706,-4.1220332675517,-5.11992203389811,-5.96802249141897,-4.86269667818864,-42513.3105848436
7.24706791056577,1.33026366132317,1.78704494545397,9.28356065342478,31.1876783723211,1.50144867065816,9.55626612366064,15.6940866066984,6.69215461040871,4.30662264133082,62.8347497387466,3.38643428608709,2.29083799601602,17.8229424829953,16.2737501255965,22.0325611250222,-4.68553777076051,-4.48477205161547,-4.43929599175642,-4.76346467212849,-4.84488711287519,-5.18274586110537,-4.93591936813011,-5.38689658309638,-4.92674343315383,-6.44740498002833,-3.87010178618716,-3.8979825820852,-4.12240431354988,-5.12062522717044,-5.96912763086552,-4.86397566417929,-42513.3098253856
7.24729855035418,1.33028509622818,1.78571113401407,9.28878953069675,31.2224683927083,1.50210917192,9.56459424359389,15.660741395759,6.69227786357141,4.30568733514302,62.8335608993633,3.38819190891312,2.29087870123635,17.8086043095266,16.282548123163,22.0541126981909,-4.68570713494159,-4.48488403626155,-4.43963549617568,-4.76384473560849,-4.8450820631509,-5.18282036139434,-4.93592898948607,-5.38705065965029,-4.92686647032538,-6.44746853994195,-3.87030133623026,-3.89801995764885,-4.12247587010966,-5.12078461259604,-5.9695147540459,-4.86419092488177,-42513.3094843705
7.24869321605375,1.33035065640283,1.7875623015464,9.28707174875505,31.2300937687008,1.50218988429783,9.5574173775712,15.6689388189705,6.69262854737658,4.30611385124839,62.8281875333218,3.38907317944693,2.29102620304314,17.8048223988287,16.2876170146953,22.0454302433047,-4.68574093962958,-4.48493893240175,-4.43981634725675,-4.76397422148531,-4.84506882062853,-5.18282797496124,-4.93585227500474,-5.38707086808259,-4.92687775239893,-6.44741696123052,-3.87030080762628,-3.8980665081724,-4.12253356066516,-5.12062410660578,-5.96916078482305,-4.86396123193608,-42513.3094330187
7.24861041129461,1.33042455859539,1.78638505745384,9.29029960035491,31.2041499629664,1.50214689334937,9.55740794551331,15.6732563752944,6.69325520777309,4.30625731379727,62.8387086676493,3.388121819926,2.29111790212583,17.8083048948861,16.2844623740282,22.0497274536467,-4.68567367299124,-4.48489154485729,-4.43980538827042,-4.76394927009925,-4.84507193724501,-5.18279653210671,-4.93589244890953,-5.38703329031874,-4.92685038224526,-6.44739604471609,-3.87029087718828,-3.89803941861399,-4.12249224219311,-5.12060154342753,-5.96910723271425,-4.86391413648338,-42513.3094148193
7.24804967271773,1.33037339193021,1.78674468913115,9.28885375216873,31.2149967671988,1.50214453697018,9.55971535357429,15.669380546601,6.69292858392709,4.30622877194032,62.840934149718,3.38818334903922,2.29099321581874,17.8072516656536,16.2822904251438,22.0474725098623,-4.68572307294687,-4.48493159858251,-4.43981949373295,-4.76396236306451,-4.84514364647659,-5.18284708384417,-4.93598540338329,-5.38711151400719,-4.92692379148426,-6.44749109619599,-3.8703531726751,-3.89808662007608,-4.12253079275304,-5.12068007473752,-5.96922783219319,-4.8640401903537,-42513.3093985349
7.24804967271773,1.33037339193021,1.78674468913115,9.28885375216873,31.2149967671988,1.50214453697018,9.55971535357429,15.669380546601,6.69292858392709,4.30622877194032,62.840934149718,3.38818334903922,2.29099321581874,17.8072516656536,16.2822904251438,22.0474725098623,-4.68572307294687,-4.48493159858251,-4.43981949373295,-4.76396236306451,-4.84514364647659,-5.18284708384417,-4.93598540338329,-5.38711151400719,-4.92692379148426,-6.44749109619599,-3.8703531726751,-3.89808662007608,-4.12253079275304,-5.12068007473752,-5.96922783219319,-4.8640401903537,-42513.3093985349
7.24810203504918,1.33037685752148,1.78674504098836,9.28884406354182,31.2150599099414,1.5021436240131,9.55963936681138,15.6694085704064,6.69291678565061,4.30622342511852,62.840919523084,3.38821451437201,2.29100282855996,17.8073586542931,16.2823799431998,22.0477463712632,-4.68568594105212,-4.48490264600836,-4.43980187999953,-4.76394516883331,-4.84510089806508,-5.18281516681007,-4.93596219905699,-5.38710925102911,-4.92690756937575,-6.44746622592731,-3.87032507333153,-3.89805915746954,-4.12249997963551,-5.12062950691677,-5.96916129540713,-4.86396572207447,-42513.3093984819
7.24810646221215,1.33037677513619,1.78674509045866,9.28884096900762,31.2150726288586,1.50214338067476,9.55962186677411,15.6694151480362,6.69291446194384,4.30622213961746,62.8409059407662,3.3882201950062,2.29100398050995,17.8073741550168,16.2823996989121,22.0477797386307,-4.68570706514987,-4.48491609868441,-4.43981090659056,-4.76396419857262,-4.84511694945499,-5.18282723627084,-4.93598193541095,-5.3871211932069,-4.92692048453113,-6.44747515136161,-3.87033827169405,-3.89807050134977,-4.12251314878071,-5.12066645350456,-5.96921053491059,-4.86401338467456,-42513.309397524
7.24813871324599,1.33037694422173,1.78674508042787,9.28882869237145,31.2151403252911,1.50214110069587,9.5595342270805,15.6694537120474,6.6929029320932,4.30621588285033,62.8408221569675,3.38824956757987,2.29100737616872,17.8074643357076,16.2825032996233,22.0479574430535,-4.68571181689984,-4.48492160452184,-4.43981822469055,-4.76396816426204,-4.84512262711622,-5.18283120973254,-4.93598815548831,-5.3871285692267,-4.92692848909069,-6.44748156690081,-3.87034600640026,-3.89807810375926,-4.12251899854186,-5.12066017715039,-5.96921350557847,-4.86400939987513,-42513.3093971428
