"","alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp.w.offset","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp.w.offset","b_rplc.r.sll_income","b_rdc.nd.cmpnst_income","b_shrt.flghts_income","b_mdm.flghts_income","b_lng.flghts_income","b_dt_income","b_inslt.rf_income","b_inslt.fcd_income","b_rplc.wndws_income","b_vntltn_income","b_ht.pmp_income","b_slr.pnls_income","b_rdc.tmp_income","b_crtfct_income","b_co2.offset_income","b_undercomp.w.offset_income","b_crtfct_price","b_undercomp.w.offset_initial"
"asc_co2.offset",-3.32787276882611e-10,0.133071078934279,2.31325679604049,0.378715876887724,0.0598959427753635,0.00352389054959247,0.862578335345895,0.0103936566361745,0.00177288360707716,0.0173862497873617,0.00254224625121751,6.38760578414293e-06,0.264155011666921,2.39441077923153,0.0345581353124923,-0.389093366444907,0.19938094974622,12.7925263998932,16.9485543398517,3.27348762466129,5.42916888499559,2.67854855876023,12.8578419928134,2.22862404270913,1.5055942482415,2.20314936869098,0.819014007000194,2.29622319345098,5.5089846344527,24.0105663380689,16.0527768389881,-163.792534132942,14.2095351782474,125002.027844615,156184.94778159,33702.5461817313,55273.1329278829,27861.6150308956,120775.469738927,20942.1298670793,13259.8752716675,21552.5974885691,8544.46480837753,24027.2468572624,55101.9336013567,216448.164529627,149279.028393836,-1511079.43209363,117080.35249503,1754.65378249475,297157.599726213
"asc_undercomp.w.offset",-2.50576535735517e-10,1.14098808538876,13.8671927711303,2.51746327218547,0.65699534041341,0.071412053012348,6.47049822888784,0.154487077447977,0.0428742247908833,0.200999927881379,0.0391662099482852,0.0534323079227617,2.26007213962148,15.9270415917302,0.7164025439637,0.0517225102970121,-4.50583495657381,62.7199298159338,102.418499623674,17.5695217980477,31.7665662398318,16.1117969694457,76.1884505922705,16.1685237078392,11.5411420533301,16.0986354484918,5.67347832537146,20.0453680942819,32.5481923731395,136.450337363883,82.0400385240229,14.2095351782474,-940.997938165833,559042.587560693,874938.211824428,156008.018762676,280940.445970474,144444.100673424,655538.73717023,141058.702719537,94754.5769053973,145331.774651092,54519.2115088229,181643.772320145,303034.449253747,1151252.95461283,698590.385497245,117080.352780116,-8036182.05486381,8688.89938923621,-20274028.29944
"b_rplc.r.sll_income",-4.40728881511546e-05,-111687.860796209,88991.4309921536,14565.9669262699,3193.28829526072,397.192841027276,33804.7517338906,1223.13572691182,240.166097805184,2032.2042973149,280.304867585675,561.466130904743,20083.0916806872,88167.6672810206,3122.15099009742,270.2499562636,2852.5605510139,-6151349.02880613,698372.737646644,129499.413150494,225685.490355127,116213.117214692,473017.771537453,119246.128899331,77015.081955483,125388.872540847,50459.0242762449,202442.254505565,279141.489784456,855591.275120798,512200.588004196,125002.027844615,559042.587560693,-70302959172.5455,7818618563.15113,1609355449.08634,2769129312.60376,1439960820.91724,5499149076.20276,1366651266.98661,833649649.849902,1494480081.89933,635856837.382899,2578450841.23307,3365195812.67465,9753813666.52015,5920099682.40218,1423634774.48761,5788344118.01426,54581349.8133214,12754080713.4643
"b_rdc.nd.cmpnst_income",-0.000714671262204778,15320.6349144172,-1044498.27264077,21664.5394374071,4973.65646196045,678.174406870875,51495.2714408483,1392.97532948656,363.476599924757,2182.86389408809,450.525175323314,732.179480005851,25528.9880683406,123650.418382594,4901.47211812523,393.48964693401,3763.4480560293,698372.737508819,-8711278.72626771,195111.902899896,323531.406889462,184005.535135107,685851.629758412,169857.07126301,108061.238575576,177029.270663963,67264.5366248128,259097.210300318,373199.670771377,1264837.92734062,742509.586436788,156184.94778159,874938.211824428,7818618563.15113,-95830674875.8889,2305293844.08954,3769998738.34196,2145807763.41606,7651439359.98059,1870721280.8021,1114783142.10432,2019739492.83766,813041095.046189,3042419855.12628,4398451518.87097,13839863040.5309,8218984839.01527,1693440889.67182,8754521836.64955,78912941.1919413,19871784075.9668
"b_shrt.flghts_income",-5.31019280049322e-05,2495.77791248956,19318.4113704582,-226394.715830342,1730.77112211641,209.147046943101,9382.6954379449,182.936450690839,32.9363652995948,299.678848905273,77.4003040723275,106.520269655299,4876.96653555519,23147.2575203174,820.743025815482,117.351384519207,666.983791569489,129499.413555559,195111.904510173,-1852120.416419,118216.990711609,65240.1444917696,134977.027678772,26992.9717344816,16323.021638853,29555.9619478364,11558.9987410862,42372.3941078531,71589.7286402531,239895.619673378,144185.722821195,33702.5461817313,156008.018762676,1609355449.08634,2305293844.08954,-21914718727.7862,1427557588.78111,811143234.589213,1622655228.88601,338490137.851231,190148639.434591,381857962.257268,156286177.811623,541139750.051572,985189031.104647,2785879578.23284,1710312099.47075,406570488.871568,1631220183.89754,14305227.2604433,3994303646.25537
"b_mdm.flghts_income",-0.000104789507897355,4518.08226322809,37763.9566612481,15365.7944157285,-50368.5346905266,317.814512179661,17629.0265821115,407.613532483471,83.7939576781819,643.857335842657,130.435675301868,200.230517242698,8263.35685771849,43318.30043597,1794.80337559948,152.222451748075,1078.1225412586,225685.490053721,323531.40801774,118216.990697276,-3088349.08306081,93765.2745586685,235320.73596773,44249.4634102807,27482.2214262047,47760.0704326956,19089.0490219439,77746.1493331374,108790.246323767,417133.614799893,242171.72414447,55273.1329278829,280940.445970474,2769129312.60376,3769998738.34196,1427557588.78111,-36160603108.6051,1152260063.94851,2773381177.22579,532870195.691083,310621666.320001,591900285.265742,250261745.103649,1011304967.57125,1402803352.81088,4868631516.35468,2868247419.23382,660152780.182361,2939533981.93564,25479647.4151671,7111360260.86889
"b_lng.flghts_income",-6.48873605003892e-05,2389.01584954317,18470.8951064855,8461.9834279873,1501.52241654,-6448.82591396207,8932.30015058744,186.894921712044,46.077419041091,321.840469336636,99.6430819575942,118.882576275151,4096.37721438118,22546.5654700218,968.561445135043,70.4963274262309,534.280622903956,116213.117528157,184005.535981265,65240.1443350027,93765.2753611545,-1705784.5984764,127190.255524147,21466.5813508095,12700.5411500552,23082.0496838753,10623.8799967215,45650.7113948912,64103.1975881948,242894.907126791,125134.125585289,27861.6150308956,144444.100673424,1439960820.91724,2145807763.41606,811143234.589213,1152260063.94851,-20184900136.8093,1509282875.74896,267268074.589407,147001215.94808,295561881.73774,142021155.361101,632427186.272061,842009507.708047,2858101970.01776,1479448748.50207,339201173.962173,1516817339.20163,12655597.7863754,4720061927.40717
"b_dt_income",-6.62740913487411e-05,7896.757677883,86824.7909655665,17409.5791910774,4030.28920089623,493.773241446486,-482020.621804976,1006.04728446071,221.580256455233,1633.31994866023,306.34551479371,481.991115398142,17883.770377784,97401.6515174021,4064.01889718785,307.373013244843,2777.33790563913,473017.771455372,685851.631169493,134977.027923071,235320.735831658,127190.255388694,-6482989.59426119,114176.972848082,72414.0461122898,120251.832006698,46220.7872014065,171598.861203942,259491.290085554,901984.462950709,557049.700597477,120775.469738927,655538.73717023,5499149076.20276,7651439359.98059,1622655228.88601,2773381177.22579,1509282875.74896,-72886216924.6635,1306780386.86227,779691716.783754,1418454509.76469,575820246.75528,2092248054.06036,3124075826.74571,10088214980.4102,6341709434.92945,1337130470.72872,6693119669.25773,58679491.9867534,14798730474.4426
"b_inslt.rf_income",-0.000176774449771236,2253.79605672909,16174.3271260028,2530.8759687725,509.106813316735,72.7320669715029,5626.36655896858,-18606.0226180797,203.622933734431,1519.77714502101,155.767794016042,402.132823711661,12397.0209430339,14724.8394597121,323.666761636484,35.3138887430792,498.878841382886,119246.129286988,169857.073647955,26992.9716851718,44249.4639977918,21466.5808935749,114176.972179788,-2132208.94294547,92768.313933489,148697.322269108,35922.5848805585,139282.330785168,217112.112699035,274276.949748667,133320.119841216,20942.1298670793,141058.702719537,1366651266.98661,1870721280.8021,338490137.851231,532870195.691083,267268074.589407,1306780386.86227,-23564058605.2623,937624986.728675,1653186084.41488,413693292.716916,1538889370.19333,2376857595.48939,3026265281.52351,1508878689.24858,229381000.748566,1430501185.4897,13724734.774567,2895646687.64971
"b_inslt.fcd_income",-3.37352784227309e-05,1317.18096736613,10637.6504065704,1617.43503617256,307.708265260376,43.4159197904396,3644.30275904033,662.889373010317,-4443.0158110011,1049.36399895826,103.978665750991,242.195204361399,7895.09312363957,9521.05841588114,198.971865985875,22.3580104750069,333.197682343596,77015.0819620693,108061.238602753,16323.0212005995,27482.2214893786,12700.5412188862,72414.0461573258,92768.3138899862,-1401877.34971091,93830.8740735222,22642.484737821,91527.5621278416,139056.744424038,175964.149011808,85243.8452611913,13259.8752716675,94754.5769053973,833649649.849902,1114783142.10432,190148639.434591,310621666.320001,147001215.94808,779691716.783754,937624986.728675,-14600259364.5428,981479881.096567,245245085.171303,949000747.835496,1429361610.15736,1827582724.49822,909431821.407077,136701481.244475,910114362.521642,8797411.84669058,1952984922.78437
"b_rplc.wndws_income",-7.98177872257599e-08,2356.40527466584,16713.5522974947,2816.20039742535,553.510902241841,75.9283653621599,6130.02590928839,1022.61394915552,238.803519799212,-29717.0983857824,180.296459738609,405.640245602522,13106.2866719786,15722.7169463016,329.191186574406,41.5313903129572,477.198311787556,125388.873112755,177029.271379182,29555.9619439295,47760.0714293137,23082.0499074379,120251.832136477,148697.322495527,93830.8743925373,-2212661.77312451,37763.2019673147,144987.924963892,219886.92556816,285346.701834323,140836.929334601,21552.5974885691,145331.774651092,1494480081.89933,2019739492.83766,381857962.257268,591900285.265742,295561881.73774,1418454509.76469,1653186084.41488,981479881.096567,-25180721235.2258,449236853.784062,1667506405.15163,2466980801.25947,3239913431.49503,1646265693.95078,245457755.242205,1520665024.55373,14608474.7729076,3003914865.46957
"b_vntltn_income",-3.13673623871053e-05,932.041891176336,7070.31481582184,1212.26009019969,236.46815607322,34.0442223848785,2772.87918583924,291.008812457866,62.1299854139269,485.172682545332,-4968.2753590889,138.347214299115,5626.67316381605,6967.96405254329,186.12671904602,16.3313614531299,180.604763901347,50459.0245134722,67264.539587514,11558.9989396943,19089.0498339208,10623.8803898233,46220.7875916877,35922.5858241447,22642.4850485572,37763.2020193839,-834318.938253103,49842.2569131854,83390.9265055352,110021.539133585,53650.3105499,8544.46480837753,54519.2115088229,635856837.382899,813041095.046189,156286177.811623,250261745.103649,142021155.361101,575820246.75528,413693292.716916,245245085.171303,449236853.784062,-10062630667.3293,615221045.499213,1009832832.90245,1322253907.92327,659144403.608176,102000954.085499,602853435.660537,5560234.17989797,1023458736.93039
"b_ht.pmp_income",-2.57729618240845e-05,2610.67800320231,20466.701442457,4296.75779764198,760.182513952343,121.635345354115,7121.17111107212,1309.34682941638,309.613070478821,2069.64708901857,141.446641997783,-8685.72847572311,20741.0249357537,20801.0597986222,241.013013410802,21.7946596594256,526.140716820805,202442.254753388,259097.212901854,42372.3940408573,77746.1493878991,45650.7110101151,171598.861190219,139282.331322969,91527.5621184444,144987.924601381,49842.2565526106,-2949701.75396797,285022.019050168,341900.838672624,190016.786737702,24027.2468572624,181643.772320145,2578450841.23307,3042419855.12628,541139750.051572,1011304967.57125,632427186.272061,2092248054.06036,1538889370.19333,949000747.835496,1667506405.15163,615221045.499213,-34832202244.2254,3308157973.63748,4044401230.48699,2306581740.24065,301769426.7733,1932462067.15508,19561235.0695617,6435367024.51513
"b_slr.pnls_income",-0.000137098247153572,4464.78021969875,38047.6851544476,7160.32829722492,1339.98322884328,194.306052103203,14849.5869312845,1446.38566830327,313.992739354949,2680.79388235674,442.38585917972,737.265645532158,-297663.746772689,35569.7531679663,904.518210116128,96.913970422559,1261.25632746261,279141.489826873,373199.673747455,71589.7292627001,108790.246091536,64103.1971388975,259491.290416962,217112.112958,139056.744181723,219886.92521373,83390.9258382298,285022.019106167,-4339099.60026499,633803.568773059,303791.762093837,55101.9336013567,303034.449253747,3365195812.67465,4398451518.87097,985189031.104647,1402803352.81088,842009507.708047,3124075826.74571,2376857595.48939,1429361610.15736,2466980801.25947,1009832832.90245,3308157973.63748,-50481887815.8443,7380197228.04156,3614845419.63645,630128240.443144,3250445816.21852,31514180.2402849,5757981684.33713
"b_rdc.tmp_income",-0.000189851479415895,14941.6685511909,139287.381958109,27521.9916239536,6475.95472554482,898.15495728551,61017.5042862131,2429.70533144716,576.961853169436,3884.852963983,634.98426438263,1049.68028300467,41854.4943084256,-1109921.35676671,5882.71049152594,518.348220637867,5385.00629453467,855591.275041616,1264837.93142446,239895.620072586,417133.615878374,242894.907176944,901984.463357231,274276.950478667,175964.14951282,285346.701926621,110021.53845952,341900.838912587,633803.569561945,-11393397.9569595,998215.015154679,216448.164529627,1151252.95461283,9753813666.52015,13839863040.5309,2785879578.23284,4868631516.35468,2858101970.01776,10088214980.4102,3026265281.52351,1827582724.49822,3239913431.49503,1322253907.92327,4044401230.48699,7380197228.04156,-125416730379.257,11017665912.251,2293184591.9042,11513348282.2076,104260849.534562,21592342299.633
"b_crtfct_income",-4.23894910636176e-05,9036.6804237849,95879.7291905449,19007.2754172098,4450.42652170974,526.366868365194,44719.2590265802,1230.54127450079,272.676673230228,1946.10802251157,344.078249319622,533.355000145938,21005.4011064709,104103.903976665,-45256.3034141006,394.814714222187,3511.12541739335,512200.58835301,742509.58999929,144185.722821439,242171.724886901,125134.125891875,557049.700974711,133320.120699159,85243.845638361,140836.92927249,53650.3103672374,190016.786846916,303791.762865229,998215.015570987,-7019353.30265518,149279.028393836,698590.385497245,5920099682.40218,8218984839.01527,1710312099.47075,2868247419.23382,1479448748.50207,6341709434.92945,1508878689.24858,909431821.407077,1646265693.95078,659144403.608176,2306581740.24065,3614845419.63645,11017665912.251,-78274282082.7127,1638544788.19392,7066087950.84432,-738132335.754945,14935646826.4882
"b_co2.offset_income",2.12883157578758e-12,1361.97520429594,21869.6424775903,3944.50723899683,688.110779459013,37.9291176251126,8399.78261350287,106.653612697262,16.305777631194,196.973573234663,26.2090011266187,0.0447140422698687,2735.13899207951,22362.8160321828,329.666757183676,-3883.50935451352,1572.30161417876,125002.027993128,156184.949472094,33702.5461901973,55273.1331123477,27861.6153052168,120775.470007493,20942.1303730542,13259.8754161749,21552.5974508587,8544.46480430773,24027.2470011279,55101.9338933845,216448.164753589,149279.028447454,-1511079.43209363,117080.352780116,1423634774.48761,1693440889.67182,406570488.871568,660152780.182361,339201173.962173,1337130470.72872,229381000.748566,136701481.244475,245457755.242205,102000954.085499,301769426.7733,630128240.443144,2293184591.9042,1638544788.19392,-16449413323.0763,1145221902.60755,16215590.9268723,2503033409.93065
"b_undercomp.w.offset_income",-1.42889846707338e-05,10535.5470825737,118615.34820604,21787.0817760706,5579.90954149265,621.233860252903,57459.0993857937,1330.0160815276,331.235696217471,1897.83992473318,404.916510698371,519.579428752533,21806.9950957175,134696.058076542,6240.83257202455,458.781909003837,-34178.0078264685,559042.587747231,874938.214729454,156008.018495006,280940.446073564,144444.100233948,655538.737270657,141058.702492391,94754.5770579097,145331.77411145,54519.2113018601,181643.772324779,303034.44939485,1151252.95441793,698590.385208573,117080.35249503,-8036182.05486381,5788344118.01426,8754521836.64955,1631220183.89754,2939533981.93564,1516817339.20163,6693119669.25773,1430501185.4897,910114362.521642,1520665024.55373,602853435.660537,1932462067.15508,3250445816.21852,11513348282.2076,7066087950.84432,1145221902.60755,-81122236178.9187,73718380.3984928,-176160295783.982
"b_crtfct_price",-1.80136564876016e-05,94.4468224258132,1077.05537448201,197.83615966125,46.6384462805768,5.40200378255788,481.178698425841,12.2741456070166,3.06779608540416,17.3940136053738,2.94742868718597,5.06765179628239,196.064144577411,1165.59205623485,-488.767486234045,3.34839043998363,51.3805534410205,5503.72113120393,8357.63383983647,1417.61157291202,2546.43501717357,1257.63833897642,6102.51574738208,1397.77143838373,952.041695902134,1430.29247308677,517.410153161865,1884.0862756437,3033.13486190015,11164.4000346155,-78161.1049031006,1754.65378249475,8688.89938923621,54581349.8133214,78912941.1919413,14305227.2604433,25479647.4151671,12655597.7863754,58679491.9867534,13724734.774567,8797411.84669058,14608474.7729076,5560234.17989797,19561235.0695617,31514180.2402849,104260849.534562,-738132335.754945,16215590.9268723,73718380.3984928,-10636985.548948,183192885.262987
"b_undercomp.w.offset_initial",-0.000732172879272512,24952.7260650818,295568.786043715,64253.0655093546,16326.0818448634,2447.98591587271,131771.423759801,3293.77990162126,882.462976254742,4301.38872167568,681.650346225602,1950.54039328982,44075.7884798593,335199.015421972,14745.9220015737,1053.63057856729,-93985.5381125155,1414253.76420213,2322879.69950332,437320.1520485,794440.026019375,518349.139525659,1688034.22036895,327066.543421037,236160.084337477,327603.824159122,105494.12305664,698964.872704686,611965.892407149,2505639.29393302,1723031.58548164,297157.599726213,-20274028.29944,12754080713.4643,19871784075.9668,3994303646.25537,7111360260.86889,4720061927.40717,14798730474.4426,2895646687.64971,1952984922.78437,3003914865.46957,1023458736.93039,6435367024.51513,5757981684.33713,21592342299.633,14935646826.4882,2503033409.93065,-176160295783.982,183192885.262987,-634669508420.623
