"alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","logLike"
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34148.1851813067
-0.733971032442559,1.26843644523768,0.988950767822168,1.23259025325639,1.33106040348483,1.30567652487206,0.924113858175571,1.15905224326665,1.1634723877261,1.13032319690345,1.12643780175582,1.20249702004542,1.09240777283759,1.09481169311854,1.36099980216644,1.39490232814813,1.29363651348308,0.013792073895048,0.0466942620375121,0.039327070804435,0.00136102783840785,0.00446942048623229,-0.0704018719665936,0.00221286627136816,-0.0665490012526201,-0.0145220010428007,-0.194803944041211,0.0880482686841559,0.0951391807101514,0.113332293468672,-0.0216518574937358,-0.134905948419231,-32942.1716281753
0.0436299381137447,1.60300218558471,0.821064548105724,0.878246342204428,2.1798520175372,2.27610019998811,0.624464981225782,1.19554837071128,1.17759100865732,0.870613486380793,0.943191516623818,2.26930996127552,0.71969118171629,0.909166926303794,2.79344830127235,3.6687731445486,2.43121958134364,0.384670869300548,0.502856402613214,0.511982772018214,0.23825261236381,0.1810727293203,0.312947449996703,0.411176298906814,0.213112898797548,0.385607522404116,0.120869433262479,0.0390334076548324,0.60444344265934,0.574691278394626,0.0842957681853907,-0.491558886032929,-31478.5563046234
0.102328169778819,2.1362049473503,0.426394744133299,0.285358785960813,2.62084576955778,3.22603101328698,0.369836306926776,1.88321845692609,2.01456921492162,1.31846726192333,1.07215016869229,3.67570926749511,0.883615007246362,0.735348077130468,2.89560714757761,2.77349997877744,3.49969829199416,0.374106854071697,0.456102078821796,0.484198508887605,0.267280744364812,0.212327820404936,-0.0249667589774711,0.300822408713406,-0.0593519825577283,0.286427557693124,-0.689462670203532,0.385496267756478,0.871918731639314,0.829728948158148,0.0610901851026013,-0.681592697335214,-30734.2675567426
-0.0199607583684627,2.78376187252398,0.431611264549718,0.858136434642364,4.13685800241604,6.72891803185071,0.758918763504177,2.6445316157219,3.07973640849912,1.8355250805548,1.30166760513624,5.55367890310413,0.977665792381828,0.686340079686719,4.22370450509585,5.29866058980549,5.56544033331963,0.352588069363081,0.470571788934357,0.356136617585133,0.225974862625687,0.169603381159865,-0.176082048812676,0.265511826755259,-0.167171108074404,0.209992587862251,-1.07833614659417,0.686047584947657,0.980555465773424,0.865558864236121,0.02252988351131,-0.859434714378933,-30251.6769068585
-0.3016554977295,3.09720777996889,0.543157209048403,0.925417876209182,2.95231589619097,7.60722547543661,0.648866821787815,4.31857040589009,6.53830525817635,3.04229513008597,2.06487310162301,11.4200435120597,1.18044865919586,0.661742552678419,5.39345791223647,5.258783878142,8.20303728775689,0.325144899122981,0.45242377475143,0.346963888569353,0.180534271508087,0.206774301973626,-0.331249110657208,0.100769725079866,-0.373642729371328,0.0953167160042009,-1.4007072799056,0.998225766055697,1.08061341588555,0.856218589763368,-0.077757284883418,-0.932435879586207,-29906.782997007
-0.527871514010127,3.95500822619821,0.606419652680079,0.910596029944533,6.7386928649316,16.3551102473452,0.796226414080171,5.18647558999581,7.81550605404233,3.36656948094832,2.08159434401395,16.7068379667082,1.43938317585323,0.847109519563423,9.35966336165884,9.7197637025412,12.2590676304624,0.300595095650793,0.450368260150917,0.405230554848097,0.116580897819532,0.113034125322936,-0.304577712627044,0.115916559618507,-0.341925369825958,0.0968550905099351,-1.40867041224867,1.12118984674782,1.0986043328106,0.861242647537768,-0.158161099286937,-1.0206223977766,-29594.8926982975
-1.02603124611489,5.13676732240594,0.76292297899382,0.993343488791256,7.71311545057076,16.5950423795869,1.14556713759231,7.58840140906344,15.4495886171486,4.93846049974037,3.18970411121215,29.6035971141438,2.0219039790919,1.1810816794232,9.59777699303228,12.5350062317095,19.0162885530221,0.265879892172641,0.453887424381339,0.478251300531893,0.0909823041444147,0.0979177239606463,-0.295845017044779,0.0475717758887069,-0.398236693867756,0.0730342823299836,-1.54158463476455,1.24846075134784,1.1240400266394,0.856164858040052,-0.191990879435597,-1.0377370105304,-29352.1462441954
-1.51261787949448,6.28289977029869,0.925262052689719,1.46409702401758,7.96437199136176,34.1233554594998,1.02963298752181,8.09435338739485,14.2652915499736,5.35054005485251,3.35710644425133,40.6220353717066,2.41456409851568,1.38177745840534,17.786560312947,20.4382852362135,28.7425402515685,0.28008862708211,0.456924266178141,0.482276819034096,0.146542033484308,0.053712218169186,-0.305349409585245,0.0772161165938309,-0.380309919532111,0.0838789122979853,-1.49549378894468,1.23370650700076,1.1350813212159,0.85844117944791,-0.241310092974091,-1.05761497654892,-29130.4303090581
-2.25822063373891,7.1992498190082,1.10688453874018,1.38921784225041,9.2748189431683,44.1875350165332,1.38342011695487,8.99446993924807,15.642633272704,5.94056470541108,3.60851327371559,53.8947925853679,2.7438425829221,1.70489722396962,22.1354806631869,29.2391974902348,41.748052551561,0.287056602464227,0.470695247945149,0.495134766269322,0.16502744176994,0.0635587658841476,-0.283564572353013,0.0872379890027263,-0.35625085146113,0.0984846359948378,-1.46748735421164,1.20389664935895,1.15092911516817,0.871909756770283,-0.228738893223244,-1.045062602686,-28983.7019652467
-3.44192242695696,8.48673481289839,1.31939900058277,2.28198021581891,14.1793419081402,44.9957782891531,1.20401123278829,10.4976521768408,29.3356277834581,7.27143556151569,5.42276522445549,101.863629162337,3.37582964785466,2.29630266992523,27.0753117376596,34.2448464940839,55.3231454581327,0.302619958848763,0.521680225909188,0.554688155813996,0.172394606857779,0.111986184483026,-0.202977552492357,0.121299953480097,-0.303090858224029,0.158587595978223,-1.3951172286117,1.06695905976754,1.17350905549275,0.874462302630197,-0.201962580356811,-0.981291731864135,-28909.9588041937
-3.68849509910674,8.01041953318865,1.2744010272585,2.15117769632585,12.9975736821181,52.7381607963219,1.36805468826504,10.678850001931,10.9617483459063,6.81308849378126,4.68340994047907,90.4143148995927,3.31111892652281,2.24698349697148,28.4908717488036,45.5164203484905,61.9171609736621,0.296505329516548,0.522655411543147,0.55469340940315,0.16660827486802,0.0972385169417885,-0.189776189579772,0.132684602566358,-0.358838128247314,0.15353424929961,-1.39464401713709,1.07486263193265,1.19227100274503,0.890684953108347,-0.203517203889744,-0.977412313697191,-28884.2241018926
-4.06500055283897,7.70901755029123,1.299709702753,1.98900349291129,9.59221052971151,67.2280823163355,1.43802074491798,6.74527768195794,17.9150794324612,5.99007406598924,3.48641958879541,70.2158256089611,3.19351020323384,2.13629833248344,28.5015445894865,71.6180102994031,83.6957484697724,0.332463503211093,0.573173951683407,0.612494677357712,0.190284418201509,0.0890822564511462,-0.142961416681103,0.139563154326947,-0.360940009212398,0.193936938092197,-1.34680819381576,1.14231782156388,1.23709912968694,0.956577771255386,-0.186714797582598,-0.973590858207369,-28867.2124799503
-4.43345068245715,7.77818825010448,1.2520389643869,1.5011174332025,10.0900954506558,78.2701837111764,1.39961136747926,9.21242553196618,18.9085500721052,6.40341528719153,4.03853470314332,80.063118851987,2.96286015340944,2.04618503134121,28.6600620530792,78.7484291681133,82.7117444091435,0.321503686559339,0.55660768564043,0.58565409224294,0.20945476316119,0.0810356999368981,-0.170555468313294,0.101147042673089,-0.333552161825311,0.158980738286577,-1.38521312716989,1.14732097898033,1.21879908045651,0.940496013116212,-0.180830558467777,-0.950087378983175,-28852.0086330625
