"gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","logLike"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36688.0195303124
1.36391608738229,1.1423963652505,1.36604196678598,1.36707132465044,1.40480256843418,1.21318588095242,1.22005906778926,1.23749662775917,1.17332583356787,1.27868173409283,1.29792000305853,1.11009000301078,1.18173234095191,1.47653319691192,1.58047311506473,1.4549338612194,0.016369833838701,0.0592430437925726,-0.00168677655592594,-0.0120804038147513,0.0180911914493738,-0.0731774542590863,0.0173476876363359,-0.0707351337538697,-0.0234319469860668,-0.217063853237117,0.165606794457295,0.114649921233306,0.129540062131916,-0.028324219067668,-0.16080539032953,-35126.3624139052
2.08176955420639,1.32793297036772,1.74381928601019,2.06612602818411,2.22387952700851,1.36235632508769,1.54872669483036,1.58731761158233,1.23269150404012,1.2230644969578,2.90554045805721,0.995586393965536,1.30672499544992,3.19628151411844,3.07766421936671,2.80253341082471,0.1336411478463,0.242306897817464,0.102468376819888,0.0565954222345763,0.162282783736816,0.0530858926842399,0.176906052965753,0.00985159932952201,0.123096690049867,-0.00782839139991548,-0.159022938409126,0.380698621970894,0.297639996206051,-0.187851087767374,-0.213367129584443,-33437.8882774933
4.09499256991076,1.63090688352801,1.49704076417946,4.70500574277972,4.96209568760387,1.55688821865997,2.73947422415377,2.76266609694075,2.00928493866056,2.62197156169827,3.86082419939035,1.36701136131621,1.99586081210588,3.70845381176108,5.15238389849972,5.03137169405769,0.110981214855169,0.324791071535434,0.27822085688591,-0.0943020277656513,-0.0179670450233407,-0.355107361727213,0.036057096121334,-0.362004338307925,-0.0597874974200843,-1.14391210767397,0.616481003434789,0.706030749836292,0.773382804492983,0.0667661133115951,-0.891061954921415,-31333.0329541061
6.28872018015845,1.57689882994485,2.01370317029032,6.73391007874968,8.3206180510469,1.42492935411457,4.20345732899098,4.78054147524073,3.27371391063109,6.68735288690384,6.48844734078092,1.99838692818068,2.54870383029995,8.28196451289076,8.34039206466614,9.04709556195652,0.136218966445017,0.35384965002951,0.345330388492346,0.0495190013509025,0.00131441358080451,-0.516450609870394,-0.0939492068896188,-0.714077396350323,-0.235703784338728,-1.90302864115518,0.935297254363413,0.835338957634393,0.93474534599296,-0.123545524759418,-1.22641803113518,-30179.8879966104
8.98225283598687,1.27098817130413,0.668765318136088,11.607920715562,15.843363796454,1.61204328365647,7.62674034934727,9.3074157563274,5.63172053809774,12.7102354376731,14.1479319394795,3.03055695009245,2.20802806471509,10.9335112638681,13.6885445696436,17.115659266602,0.156795308785472,0.369351279370041,0.442206621264759,0.142740275085976,-0.0296131684076792,-0.451159298946427,-0.304897904561311,-1.00390243840946,-0.324745589127033,-2.15340370565415,0.917864896890827,0.923644581908107,0.899840486950558,-0.0456410384535808,-1.27956442731418,-29536.8108446961
9.97200400202497,1.3326372771195,1.9077875243655,9.77344479816581,28.2153017321459,1.38880034400509,9.46896387499769,11.582719826196,6.69596699712862,10.8802902996282,27.2035601472327,3.14191798678003,2.20239174543076,17.0852760718268,23.0604415250771,28.7017312341622,0.246147969195364,0.452419351866158,0.11439102117249,0.200352292628058,0.0317537394520389,-0.282599950467685,-0.157471500874023,-0.66475456721507,-0.120704958407741,-1.77247988771523,0.910103903523216,1.03333327166693,0.923110783191279,-0.136840040567762,-1.24762465889374,-29119.2141250672
8.71705678693091,1.26836361304286,1.84232199620973,10.8103651226181,48.9568847189047,1.56009578540885,10.8402250560582,16.8053098103506,6.94400793881945,2.42426735054864,55.5593508169696,3.15416061314187,2.13364891915162,24.342608472931,33.5287249805544,49.0194138031728,0.300200845293561,0.522169399526941,0.580248535147951,0.24481106445928,0.0829699509280995,-0.177303611906537,0.0361085315962303,-0.43440999843203,0.0873913641603314,-1.60501204325382,0.925104131067025,1.15667422272516,0.966556283970584,-0.160357836663227,-1.09646159400184,-28909.8567340441
8.17530600138488,1.32834930902187,1.36972067229655,8.86923593031637,58.8969908253054,1.16596258586015,8.89885307738468,18.618758198652,6.80674474337367,4.55878916471948,110.347504641055,3.33762615290644,1.98903709733603,31.0181700196512,40.383888935962,88.9456727243916,0.392810007203119,0.59831534301844,0.661202597385674,0.298515612621275,0.18079923124717,-0.130663830476171,0.168636559721231,-0.220114967417476,0.217142874468301,-1.51194131910019,1.02581820779337,1.22757293666133,0.999715620274283,-0.140094332212273,-0.994345794888055,-28845.1658567329
7.52448457418625,1.24746550994688,1.67584887996071,10.0106936887212,23.1641447848626,1.5950906074022,11.1886880669628,16.8322659323655,6.5278274701774,5.99679943926907,122.546675145957,3.12955918333276,2.16887692732955,28.1246325314888,40.4273476361598,112.213876972024,0.36257077605449,0.582376394377869,0.648286063203714,0.25902737182762,0.164156625434343,-0.177267127651141,0.203169109946954,-0.254102788064287,0.201540433783801,-1.39174987703728,1.16370197104932,1.24356542618342,0.968937393703039,-0.180328748828403,-0.926642612880686,-28835.0089423804
7.64789962579167,1.26533385651138,1.94833967602703,9.23576571441888,43.1153184649202,1.46502467008367,9.45614397787554,20.3604673639748,7.34586531365162,3.64734344265948,101.742255106157,3.39266234802288,2.10114860979968,25.8937615134343,39.8397362519833,140.141926518902,0.355524556172483,0.576124731169932,0.630221763720301,0.25520731197078,0.066134429946675,-0.166660199999523,0.207980131580829,-0.264108792125097,0.206032545023761,-1.38325970211409,1.18259267840072,1.24938155319779,0.957837054352279,-0.162129031826284,-0.91871717206898,-28821.2669573113
7.66144277741018,1.25855363077759,1.442388659733,10.7219672204573,55.1365777647631,1.46743927593926,12.2315485438663,14.9068931564358,6.54221102363018,4.31395121945184,129.911233258425,3.11413391097854,2.14327326194763,28.5938041474898,38.907192052174,127.046224093742,0.351902336621412,0.566320385519516,0.621731701284925,0.252016574641158,0.134700322866438,-0.164635484446111,0.198726122111984,-0.255635962190568,0.204378556032526,-1.37621320209401,1.1381686685911,1.26311222991405,0.953422886173758,-0.161369291180881,-0.912393360786785,-28819.0409620092
7.72427023413843,1.26288104784863,1.69350140712409,10.2267232191048,51.8536133951168,1.48420365678047,9.41470839128222,17.5363047470571,6.74850076420828,4.69546862276671,129.358233165041,3.20496276286681,2.14045634547936,28.6063677161024,40.8847761089229,135.676348605016,0.36441686354629,0.575349422035944,0.631107201421764,0.257253349804843,0.157209266535876,-0.15663172557588,0.188163292201209,-0.252850453841644,0.217704330720194,-1.34945939726508,1.13225868402212,1.26776997865785,0.965454983496118,-0.151586667515374,-0.918087496366554,-28814.2584100829
7.76722082013303,1.27734002901555,1.80906762112779,9.59583762024171,50.4572818094587,1.43171788144098,10.3632170342269,17.3568742246372,6.76167850133327,4.2368036291057,126.277034825025,3.18396084446467,2.10129910918821,27.8489179529121,42.3906326583956,150.146142344195,0.373060804432948,0.580067380883083,0.636992868511113,0.259367344006252,0.150661559780618,-0.152919719021661,0.202210817152721,-0.257863704450271,0.210695907208108,-1.34948813661216,1.14132749943722,1.27405907092125,0.969982910316877,-0.148152467453139,-0.91702626942721,-28812.8456849913
7.75092961067543,1.27813259626889,1.72680630205758,9.74219084468173,50.5519727116081,1.44829585339224,10.1738876508845,17.7780559424655,6.96658520488665,4.11013639093553,129.897985396692,3.23481609309022,2.09572329021491,27.5981655800084,42.5079744829788,158.927135921823,0.374602095021299,0.581067718375675,0.638153847444574,0.262880815289031,0.139841731523205,-0.151056193414039,0.20823018254095,-0.259207934645472,0.208543687863346,-1.34160084487724,1.13875004658273,1.27375933252198,0.972235264596674,-0.148987817197535,-0.910766708713631,-28811.636275625
