"alpha_rplc.r.sll","alpha_rdc.nd.cmpnst","alpha_shrt.flghts","alpha_mdm.flghts","alpha_lng.flghts","alpha_dt","alpha_inslt.rf","alpha_inslt.fcd","alpha_rplc.wndws","alpha_vntltn","alpha_ht.pmp","alpha_slr.pnls","alpha_rdc.tmp","alpha_crtfct","alpha_co2.offset","alpha_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32793.0418543956
0.51721723612774,-0.238877946535147,-0.593392409969227,0.692010798999219,0.658300944263722,-1.02726246951323,0.575032934031426,0.602773901263055,0.0852813057110878,-1.12692047726717,0.441510407381302,-0.150653798888766,-0.211103518884327,0.797571038144119,0.919651052315438,0.716584305166338,0.0853578753245562,0.0586135030847991,0.0145990914456266,0.040854365875578,0.0253732401075644,-0.250408614719428,0.0579688950735585,-0.0902350340218684,0.0545157348477764,-0.362840798059874,0.181349441018581,0.198490137311698,0.218605895443285,-0.022715899363352,-0.239275736814297,-31283.4077458861
1.00021661430597,-0.519277549728549,-1.42721527833673,1.04047446745679,2.05892853117316,-2.50657492853595,0.697725108417606,1.12880924662891,-0.0933631497172586,0.792439178150505,1.65793606524309,-0.451102911029225,-0.692316461509206,1.74803662815957,2.61111716511487,2.35874959440182,0.689499252701922,0.583391826595558,0.565261050008288,0.602787428182939,0.300158792659046,0.0374594628788763,0.656055844092372,0.349917228698294,0.615671980530921,-0.401789329111471,0.394261772182329,0.91092813659829,0.925158211900219,0.363773900047208,-0.684308218556922,-30299.8490482646
0.633288528117875,-1.81028054807604,-1.77659329253247,0.301822650474907,3.09825687956411,-2.25040497712828,0.369367014819034,1.11258912137519,0.668636892602992,-4.41226738588249,2.41169988163168,-0.61568288082387,-1.89628214488307,1.37164474945245,2.48452522557443,3.11935124432242,0.346190781886696,0.244243289526527,0.397046379694491,0.210685466941535,0.11211881100269,-0.233356734828391,0.421370130740526,-0.027719485196833,0.374683656011345,-2.37616364413312,0.492240192058392,0.942650409723843,0.919998244322185,-0.036019009510714,-0.707173814648359,-29854.8001346818
0.381908977288304,-2.61165788257018,-4.24199151521017,0.86583722028041,1.9405309902995,-3.2854872793131,1.43393385760933,0.943602901028448,-2.19025176146056,-3.8489431068866,3.3579083758589,-1.29455125786616,-1.03948886231269,1.63848533549328,2.17837562840414,3.46015155833597,0.378485453028931,0.458487566718311,0.540936268638074,0.273588507058409,0.0110073569720153,-0.178117133926775,0.420337071842355,-0.11780490712416,-0.0135925948825525,-1.95522580581438,0.843924280258486,1.21533599924673,1.0344441126893,-0.120947569253967,-0.94834937726568,-29795.0236528069
0.388355550346301,-2.81385983907257,-4.07740631087289,0.469725622955675,2.20760368655279,-3.39107821449946,0.548894706461654,0.81111768460053,-0.598871830366031,-3.79911339462784,3.78047864045201,-0.455356355652721,-1.78321969343222,1.62254957699508,2.16694941191091,3.44525194227486,0.379822189164335,0.495306976411428,0.59101602973178,0.230812439809175,0.0420061574285415,-0.177192905677165,0.154994810253967,-0.206912353936233,0.0391404656852935,-1.79861343762885,0.931538058005924,1.26050464305711,1.02610391024179,-0.143997690446836,-0.941487882814612,-29650.3981102753
0.295585547421206,-3.82213186422414,-10.0893927998624,0.358321526968184,2.10116073618771,-4.12961004855799,-0.169621465715816,0.985114785959724,0.507507489129845,-2.29224456051123,4.78345276132773,-1.59513746897856,-1.97440458703353,1.66661434475163,2.12940209884886,3.3870292246047,0.383121745245695,0.55592430613062,0.682354073874822,0.248158747652765,0.0504560369809965,-0.176361248203075,0.0491943036616159,-0.288141820776524,0.18248859567938,-1.7105994839311,1.07043275323227,1.33406519152274,1.05585596211349,-0.221262466450927,-0.915039382549689,-29641.5696591894
0.330565066695111,-3.84968107371884,-9.34455765242427,0.418069846464771,2.14864069924182,-4.1298089899802,0.0639129607769257,0.8654053626835,0.209449648032401,-2.11359394693265,4.04883341512198,-1.49963202200345,-1.97685676794529,1.68093466893983,2.13196789283093,3.36725771169514,0.382100175127446,0.559181065437446,0.691310558580026,0.261932209710527,0.0570557603818633,-0.169629415536174,0.0831455393669954,-0.30252457073642,0.169135069265785,-1.62442074580144,1.03883820566647,1.35040806387976,1.05936835856203,-0.213950821796161,-0.931459377734292,-29618.0759541544
0.38557711489625,-4.73907803281608,-9.68562313622661,0.481536239848628,2.12429065431008,-4.58162698997698,0.551003756021873,0.66508491850871,0.0746387328382691,-0.889345107364549,4.02958530906739,-1.08324767448594,-1.86722661855532,1.70716554717502,2.15538813749492,3.33534113305816,0.378373881329969,0.58103766432052,0.720845350778971,0.285392268806798,0.0746674887134336,-0.151371169145403,0.163480216059304,-0.300733379634203,0.195556837423605,-1.49230631327689,1.01588915503941,1.39039287018918,1.06777874514937,-0.21173577039333,-0.942463949860804,-29598.0290591488
0.381972364215073,-4.74323669633092,-9.68706179491703,0.449041092761098,2.1636967042619,-4.61598431525589,0.345668243054056,0.913324189191817,0.0245870415764868,-0.475265331217745,3.82597792872354,-1.09154975229553,-1.85441561831771,1.70174499765038,2.14444263577337,3.32616959442171,0.380347451823122,0.586970768849909,0.730844756294324,0.292275729450053,0.0806866043699036,-0.145086754925058,0.17343243389158,-0.293194981683008,0.20883956706619,-1.44265201961504,1.01759458156643,1.39092296391837,1.0723590944625,-0.201274877476891,-0.947040946552758,-29593.9771517522
