"alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp.w.offset","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","asc_undercomp.w.offset","logLike"
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63803.6155235043
-0.876489544699551,1.18813969675032,1.03079375641146,1.28803250744826,1.23660632987707,1.28511884001492,1.04461934030063,1.19578783490256,1.21348803630867,1.16663169250168,1.13244846470796,1.24712911082275,1.11721166660419,1.05976984262881,1.18494438950418,1.31177282661621,1.19895647488243,-0.0070311282042189,0.03833145438938,-0.173364928002325,-0.10117180366284,-0.153616982860857,-0.0233756054135776,-0.114111860908807,-0.168658161618905,-0.124990952926643,-0.258072408752006,-0.0671524815170088,-0.0264232717680111,0.0662689886042588,0.000242785159450638,-0.166510212372204,0.0524526134966532,-62125.7056407495
-0.51233969430811,1.10105707858329,0.930665706297998,1.07225400070535,1.17636197379219,2.23569672885222,0.909040381052872,1.10558682567987,1.11772336956741,1.05365742610206,1.05341959068033,1.70140638036546,1.00966388902765,0.957456814189939,1.20847423102837,1.33792837877156,1.13185191574394,-0.478294825475477,-0.430536100476117,-0.6321760523875,-0.582333365217225,-1.00515628095122,-0.494003152618776,-0.59060849120431,-0.649083477446975,-0.597529563486009,-0.736345446860746,-0.767041706670336,-0.498428556557027,-0.405167067223099,-0.508524636196809,-0.658786005185036,-0.407190787138394,-59439.1599883713
-0.119046560007476,1.39071185578369,0.814738116110882,0.82810567689288,1.76221232764462,1.53737111828546,0.73734478431597,1.54346971050919,1.6523108330474,1.39527447678723,1.2256797065475,1.96470494757231,1.15003436338177,0.888698693587742,1.51770028657092,1.95687225774555,1.46546471405373,-0.578090708171346,-0.424127782196865,-1.05794598930971,-0.896473223126284,-1.08528401743371,-0.637798291576199,-0.920226821406609,-1.09262250070832,-0.947256823326188,-1.35964726886083,-0.872935379010507,-0.635373034136621,-0.288542187150222,-0.589084561467123,-1.11366594465726,-0.402839913486365,-56515.1264445185
0.759800204085799,1.33325298991584,0.330717031363486,1.94422543844821,0.0242401212045764,5.97595842383187,0.357884609806937,1.99143564221866,2.73461807781676,2.05124586633949,2.00194862101969,3.46470117702399,1.24652664809307,0.575936788551608,1.76220680550671,1.34659771179644,1.81658328251196,-0.924712060254275,-0.667720163606741,-2.03527674112157,-1.29428695718534,-2.68339692862552,-1.0572024311459,-1.68134901616184,-2.00289972705181,-1.71435419702557,-2.5067162519121,-1.54165950364731,-1.08905313649869,-0.335727360714341,-0.956399395679044,-1.89859709989818,-0.677533557086989,-53718.0852923385
0.60079936104344,1.98567347370711,0.381031247750702,0.285283239917576,0.122461213857724,6.81306752725135,0.437033425434748,2.74265228517465,3.61514307204752,1.84678331128859,1.0410844766976,7.47342018506725,1.21328158594223,0.576936306743223,4.3592658989955,3.5200846378579,3.18232781450448,-1.3132257250323,-1.07939405130566,-2.77969339325845,-2.47169407307784,-2.94486481497501,-1.51236797237648,-2.09283665784832,-2.47671659659345,-2.20442813623368,-3.21051489677777,-1.94984956834033,-1.54145003619535,-0.712669911664192,-1.37920667320151,-2.47794990493441,-0.941171805742181,-52263.4567215957
0.268634602234507,2.49413853814059,0.428284554031243,1.26014888149708,0.18634838309456,9.05852923393925,0.586057627389771,3.09890033887763,4.86790297222475,2.10375821925861,1.19923184144362,12.4296762794764,1.30680490930881,0.595055190757165,6.07060219366644,5.58329732673799,5.59455208537016,-1.8130961703937,-1.54638763697294,-3.81255805674227,-2.85122685844305,-3.37970770891055,-2.03324340341442,-2.71289726484159,-3.0759189866219,-2.77490275976762,-3.93217711166775,-2.4260208466946,-2.06674705446197,-1.13507384337308,-1.82466877633777,-3.13803393869196,-1.34971961114351,-51038.9416976298
-0.159104750114249,2.89333821011049,0.5147294638471,1.34861855038902,0.341709522352622,17.5947415046138,0.68291191969271,3.69878579541025,6.19102784945559,2.91259113022618,1.60427939078275,26.2484756790869,1.73041074002502,0.618499285909293,8.18095279529873,7.09345052704832,9.73418881473655,-2.97180870206158,-2.55228265831551,-5.22588010408542,-3.94110645549129,-4.59795497503658,-3.11652799003923,-4.08674123917158,-4.3519119450614,-4.00986825158119,-5.3809553186312,-3.76308680702942,-3.215210198601,-2.07003590144914,-2.99156807281793,-4.75089148609113,-2.50642740077053,-49268.6502729955
-1.11943089532844,5.81762508860204,0.96500254804775,1.78905949946788,1.00943282286413,29.660732813448,1.31188086480187,6.04042710664154,9.26920385161961,4.03056081318135,2.0827155185449,54.3531255957383,2.65615331173253,1.12854257672015,16.5878330161365,15.0045834519278,17.2743276687301,-3.99000814689304,-3.52733887633489,-6.14914014326349,-5.21090927014277,-5.49001587847569,-4.13275230720037,-5.14721359787229,-5.55467091851906,-5.21413340793147,-6.53122171977228,-4.75325263754318,-4.35831531127031,-3.02410937868987,-3.87760795565278,-5.68399564207584,-3.28793623899243,-48144.4657159436
-2.13247887287115,7.3754973597445,1.36385486642023,2.32288072952275,2.07903431276491,47.0512831666339,1.6167181221286,7.72233674102246,13.2339080192292,5.76463902966387,2.76569528746255,77.2539784649274,3.68128876541344,1.74522897959664,19.2932152412301,18.2480492593072,15.5674553373167,-5.06690901015718,-4.55404401736806,-6.98965731890578,-6.4388354630765,-6.63519871952476,-5.12246079759334,-6.24149631594446,-6.50337331725231,-6.23026033451243,-7.5070638831589,-5.85098260913171,-5.39988892208408,-4.08826203485106,-5.02454774408491,-6.76037823396132,-4.51879060357977,-47533.9010393852
